tip,cluster,timepoint
EPI_ISL_10178426,95,E
EPI_ISL_9015263,95,E
EPI_ISL_9160608,95,E
EPI_ISL_9415025,95,E
EPI_ISL_10175050,95,E
EPI_ISL_9125096,95,E
EPI_ISL_8903142,95,E
EPI_ISL_10118285,95,E
EPI_ISL_9461654,95,E
EPI_ISL_9849834,95,E
EPI_ISL_9614086,95,E
EPI_ISL_8903162,95,E
EPI_ISL_9614229,95,E
EPI_ISL_9125265,95,E
EPI_ISL_10673998,95,E
EPI_ISL_10174491,95,E
EPI_ISL_10175054,95,E
EPI_ISL_10584558,95,E
EPI_ISL_10068377,95,E
EPI_ISL_10177353,95,E
EPI_ISL_9310609,95,E
EPI_ISL_9791585,95,E
EPI_ISL_9125252,95,E
EPI_ISL_10177405,95,E
EPI_ISL_7845752,95,E
EPI_ISL_8350158,95,E
EPI_ISL_9119195,95,E
EPI_ISL_10739700,95,E
EPI_ISL_9310700,95,E
EPI_ISL_10007465,95,E
EPI_ISL_9849852,95,E
EPI_ISL_9849864,95,E
EPI_ISL_9614165,95,E
EPI_ISL_9514969,95,E
EPI_ISL_10176048,95,E
EPI_ISL_9735272,95,E
EPI_ISL_9461671,95,E
EPI_ISL_9015216,95,E
EPI_ISL_8723486,95,E
EPI_ISL_9515008,95,E
EPI_ISL_9310922,95,E
EPI_ISL_9554002,95,E
EPI_ISL_10177995,95,E
EPI_ISL_10584573,95,E
EPI_ISL_10175962,95,E
EPI_ISL_9849835,95,E
EPI_ISL_10739519,95,E
EPI_ISL_9461612,95,E
EPI_ISL_9554362,95,E
EPI_ISL_9735129,95,E
EPI_ISL_10007572,95,E
EPI_ISL_8928843,95,E
EPI_ISL_10068340,95,E
EPI_ISL_10851802,95,E
EPI_ISL_9849823,95,E
EPI_ISL_9614015,95,E
EPI_ISL_9614250,95,E
EPI_ISL_9311011,95,E
EPI_ISL_9514960,95,E
EPI_ISL_9812693,95,E
EPI_ISL_8723583,95,E
EPI_ISL_9791469,95,E
EPI_ISL_9791653,95,E
EPI_ISL_10178254,95,E
EPI_ISL_10176844,95,E
EPI_ISL_10177391,95,E
EPI_ISL_10739625,95,E
EPI_ISL_10887433,95,E
EPI_ISL_10068328,95,E
EPI_ISL_9693308,95,E
EPI_ISL_9160438,95,E
EPI_ISL_10177359,95,E
EPI_ISL_9354349,95,E
EPI_ISL_9310883,95,E
EPI_ISL_10739710,95,E
EPI_ISL_9514988,95,E
EPI_ISL_10177909,95,E
EPI_ISL_9849827,95,E
EPI_ISL_9791459,95,E
EPI_ISL_9414882,95,E
EPI_ISL_10739574,95,E
EPI_ISL_10173991,96,E
EPI_ISL_9554255,97,E
EPI_ISL_9554207,98,E
EPI_ISL_9554085,98,E
EPI_ISL_8510050,99,E
EPI_ISL_7718233,100,E
EPI_ISL_9554206,101,E
EPI_ISL_9311036,102,E
EPI_ISL_8929035,102,E
EPI_ISL_9015230,103,E
EPI_ISL_9014881,104,E
EPI_ISL_9735099,105,E
EPI_ISL_9735322,106,E
EPI_ISL_8903177,107,E
EPI_ISL_8929050,107,E
EPI_ISL_9160536,108,E
EPI_ISL_8929047,108,E
EPI_ISL_8903098,108,E
EPI_ISL_9160426,109,E
EPI_ISL_8903317,109,E
EPI_ISL_8903174,109,E
EPI_ISL_8903217,109,E
EPI_ISL_8903176,109,E
EPI_ISL_8903250,109,E
EPI_ISL_8903423,109,E
EPI_ISL_8929011,110,E
EPI_ISL_8903212,111,E
EPI_ISL_9310725,111,E
EPI_ISL_9415098,111,E
EPI_ISL_8903295,111,E
EPI_ISL_9015001,111,E
EPI_ISL_8903373,112,E
EPI_ISL_8903357,113,E
EPI_ISL_8903252,114,E
EPI_ISL_8903304,115,E
EPI_ISL_9554301,116,E
EPI_ISL_8723136,117,E
EPI_ISL_8929017,118,E
EPI_ISL_9160467,118,E
EPI_ISL_7845709,118,E
EPI_ISL_8723286,118,E
EPI_ISL_7845452,118,E
EPI_ISL_8903369,118,E
EPI_ISL_8903353,118,E
EPI_ISL_7776636,119,E
EPI_ISL_9014913,120,E
EPI_ISL_9310727,120,E
EPI_ISL_10943320,120,E
EPI_ISL_9311032,120,E
EPI_ISL_10887383,121,E
EPI_ISL_9554347,122,E
EPI_ISL_10176297,123,E
EPI_ISL_10068335,124,E
EPI_ISL_9554320,125,E
EPI_ISL_9125245,126,E
EPI_ISL_9160399,126,E
EPI_ISL_8722445,127,E
EPI_ISL_8350107,127,E
EPI_ISL_8723015,127,E
EPI_ISL_10007469,128,E
EPI_ISL_10117956,129,E
EPI_ISL_10179185,130,E
EPI_ISL_10584597,131,E
EPI_ISL_9791562,131,E
EPI_ISL_11548745,132,E
EPI_ISL_9554091,133,E
EPI_ISL_9514995,134,E
EPI_ISL_10178293,135,E
EPI_ISL_9735137,136,E
EPI_ISL_10176314,137,E
EPI_ISL_8722901,138,E
EPI_ISL_10176575,139,E
EPI_ISL_10179209,140,E
EPI_ISL_9791658,141,E
EPI_ISL_9614170,141,E
EPI_ISL_9461689,141,E
EPI_ISL_9614284,141,E
EPI_ISL_9850046,141,E
EPI_ISL_10007663,141,E
EPI_ISL_9554245,142,E
EPI_ISL_9310956,143,E
EPI_ISL_9311043,143,E
EPI_ISL_9554348,143,E
EPI_ISL_9554355,144,E
EPI_ISL_9554353,144,E
EPI_ISL_8723075,145,E
EPI_ISL_9414892,145,E
EPI_ISL_10035301,146,E
EPI_ISL_9849847,146,E
EPI_ISL_10176923,147,E
EPI_ISL_10176721,147,E
EPI_ISL_10175471,147,E
EPI_ISL_10174118,147,E
EPI_ISL_10175161,147,E
EPI_ISL_11662862,148,E
EPI_ISL_9414992,149,E
EPI_ISL_10851764,149,E
EPI_ISL_9015226,149,E
EPI_ISL_9693309,149,E
EPI_ISL_9310704,149,E
EPI_ISL_9614082,149,E
EPI_ISL_9614349,149,E
EPI_ISL_9414994,149,E
EPI_ISL_10068419,149,E
EPI_ISL_8723080,149,E
EPI_ISL_10068382,149,E
EPI_ISL_8509912,149,E
EPI_ISL_9310903,149,E
EPI_ISL_10118120,149,E
EPI_ISL_9849967,149,E
EPI_ISL_9015173,149,E
EPI_ISL_9310855,149,E
EPI_ISL_10739704,149,E
EPI_ISL_9735325,149,E
EPI_ISL_10118117,149,E
EPI_ISL_8350108,149,E
EPI_ISL_11548687,149,E
EPI_ISL_10007445,149,E
EPI_ISL_9310856,149,E
EPI_ISL_8509906,149,E
EPI_ISL_9015134,149,E
EPI_ISL_9015102,150,E
EPI_ISL_9014987,151,E
EPI_ISL_8722465,152,E
EPI_ISL_10739820,153,E
EPI_ISL_10584592,154,E
EPI_ISL_9014920,154,E
EPI_ISL_10068468,154,E
EPI_ISL_8510169,155,E
EPI_ISL_8510471,155,E
EPI_ISL_8350174,156,E
EPI_ISL_9160611,157,E
EPI_ISL_9125208,158,E
EPI_ISL_9035961,159,E
EPI_ISL_10179730,160,E
EPI_ISL_8509910,161,E
EPI_ISL_10177335,162,E
EPI_ISL_10887455,162,E
EPI_ISL_10176068,163,E
EPI_ISL_10176067,163,E
EPI_ISL_9310847,164,E
EPI_ISL_10035266,165,E
EPI_ISL_8723064,166,E
EPI_ISL_8928773,166,E
EPI_ISL_8903203,166,E
EPI_ISL_9015135,166,E
EPI_ISL_9514934,167,E
EPI_ISL_8510162,168,E
EPI_ISL_9415036,169,E
EPI_ISL_9734302,169,E
EPI_ISL_9415049,169,E
EPI_ISL_10176243,169,E
EPI_ISL_11450205,169,E
EPI_ISL_10178032,169,E
EPI_ISL_9014988,170,E
EPI_ISL_11548709,170,E
EPI_ISL_9310767,171,E
EPI_ISL_10584596,172,E
EPI_ISL_10176547,173,E
EPI_ISL_10177398,174,E
EPI_ISL_10118030,175,E
EPI_ISL_10118222,175,E
EPI_ISL_8510175,176,E
EPI_ISL_8510183,176,E
EPI_ISL_11375773,177,E
EPI_ISL_9735361,177,E
EPI_ISL_9414878,178,E
EPI_ISL_11662927,179,E
EPI_ISL_10178019,180,E
EPI_ISL_11548694,181,E
EPI_ISL_9614019,181,E
EPI_ISL_9850193,182,E
EPI_ISL_9310706,183,E
EPI_ISL_9014842,184,E
EPI_ISL_10174171,185,E
EPI_ISL_10179282,186,E
EPI_ISL_10177050,186,E
EPI_ISL_9015160,187,E
EPI_ISL_9791589,188,E
EPI_ISL_10178244,189,E
EPI_ISL_8350181,189,E
EPI_ISL_9125224,190,E
EPI_ISL_9554056,191,E
EPI_ISL_9125143,192,E
EPI_ISL_9850135,193,E
EPI_ISL_9514972,194,E
EPI_ISL_10068414,195,E
EPI_ISL_9849924,195,E
EPI_ISL_9735177,196,E
EPI_ISL_10175230,197,E
EPI_ISL_8722449,198,E
EPI_ISL_10179213,199,E
EPI_ISL_9016473,200,E
EPI_ISL_10177637,201,E
EPI_ISL_9310891,202,E
EPI_ISL_9414919,202,E
EPI_ISL_9962612,203,E
EPI_ISL_9963260,203,E
EPI_ISL_10007569,204,E
EPI_ISL_8350084,205,E
EPI_ISL_11548711,206,E
EPI_ISL_11548718,206,E
EPI_ISL_11548710,206,E
EPI_ISL_11328820,206,E
EPI_ISL_11548708,206,E
EPI_ISL_11662987,206,E
EPI_ISL_10174152,207,E
EPI_ISL_9693294,208,E
EPI_ISL_9735124,208,E
EPI_ISL_10176246,208,E
EPI_ISL_7845750,209,E
EPI_ISL_10178327,210,E
EPI_ISL_10178772,210,E
EPI_ISL_10179128,210,E
EPI_ISL_10178771,210,E
EPI_ISL_10988952,211,E
EPI_ISL_8723574,212,E
EPI_ISL_9310738,212,E
EPI_ISL_10674000,212,E
EPI_ISL_10174086,213,E
EPI_ISL_9850052,214,E
EPI_ISL_9514970,214,E
EPI_ISL_8903245,215,E
EPI_ISL_8903144,215,E
EPI_ISL_10007530,216,E
EPI_ISL_10007494,217,E
EPI_ISL_10118298,218,E
EPI_ISL_8350103,219,E
EPI_ISL_10174557,220,E
EPI_ISL_10118107,221,E
EPI_ISL_9310915,222,E
EPI_ISL_8510464,223,E
EPI_ISL_9850014,224,E
EPI_ISL_10851821,224,E
EPI_ISL_11663014,225,E
EPI_ISL_9554432,226,E
EPI_ISL_9850194,227,E
EPI_ISL_9160461,228,E
EPI_ISL_7845416,228,E
EPI_ISL_9514983,229,E
EPI_ISL_9515013,229,E
EPI_ISL_9791618,229,E
EPI_ISL_10175614,230,E
EPI_ISL_10174062,231,E
EPI_ISL_10177878,232,E
EPI_ISL_10007558,233,E
EPI_ISL_10176988,233,E
EPI_ISL_10673984,234,E
EPI_ISL_10118056,234,E
EPI_ISL_10175731,235,E
EPI_ISL_9813841,235,E
EPI_ISL_10175735,235,E
EPI_ISL_11662856,236,E
EPI_ISL_10887362,236,E
EPI_ISL_9735334,237,E
EPI_ISL_10175022,238,E
EPI_ISL_9850241,239,E
EPI_ISL_10118313,240,E
EPI_ISL_7845418,241,E
EPI_ISL_8722874,242,E
EPI_ISL_8722459,243,E
EPI_ISL_8723578,244,E
EPI_ISL_10178790,245,E
EPI_ISL_10179405,245,E
EPI_ISL_9015122,246,E
EPI_ISL_9310764,246,E
EPI_ISL_10178917,247,E
EPI_ISL_10177460,247,E
EPI_ISL_11663020,247,E
EPI_ISL_10178446,248,E
EPI_ISL_10176954,249,E
EPI_ISL_11450358,249,E
EPI_ISL_9693338,250,E
EPI_ISL_9461617,251,E
EPI_ISL_8350072,252,E
EPI_ISL_9415031,253,E
EPI_ISL_11663087,254,E
EPI_ISL_9850011,255,E
EPI_ISL_8903233,256,E
EPI_ISL_8510038,256,E
EPI_ISL_8510173,256,E
EPI_ISL_10117984,257,E
EPI_ISL_10007651,257,E
EPI_ISL_9735085,257,E
EPI_ISL_11663094,257,E
EPI_ISL_10007489,257,E
EPI_ISL_9791639,257,E
EPI_ISL_10175126,258,E
EPI_ISL_10176737,259,E
EPI_ISL_8723352,260,E
EPI_ISL_10179047,261,E
EPI_ISL_10176741,261,E
EPI_ISL_9160537,262,E
EPI_ISL_10176766,263,E
EPI_ISL_9265190,263,E
EPI_ISL_10007660,264,E
EPI_ISL_9554408,264,E
EPI_ISL_10674082,265,E
EPI_ISL_9310614,266,E
EPI_ISL_9311069,267,E
EPI_ISL_10179097,268,E
EPI_ISL_9791622,269,E
EPI_ISL_9850057,270,E
EPI_ISL_10007613,270,E
EPI_ISL_10007653,270,E
EPI_ISL_10007650,270,E
EPI_ISL_10007658,270,E
EPI_ISL_10177202,271,E
EPI_ISL_10177218,271,E
EPI_ISL_7845698,272,E
EPI_ISL_10179180,273,E
EPI_ISL_9160411,274,E
EPI_ISL_9735367,275,E
EPI_ISL_10118282,276,E
EPI_ISL_10851836,276,E
EPI_ISL_10887408,276,E
EPI_ISL_10851867,276,E
EPI_ISL_9614197,277,E
EPI_ISL_10175059,278,E
EPI_ISL_9735064,279,E
