tip,cluster,timepoint
EPI_ISL_639882,33,B
EPI_ISL_671927,33,B
EPI_ISL_627526,33,B
EPI_ISL_680355,33,B
EPI_ISL_627543,33,B
EPI_ISL_578261,33,B
EPI_ISL_639904,33,B
EPI_ISL_639887,33,B
EPI_ISL_627551,33,B
EPI_ISL_639894,33,B
EPI_ISL_680402,33,B
EPI_ISL_671922,33,B
EPI_ISL_639884,33,B
EPI_ISL_680403,33,B
EPI_ISL_671865,33,B
EPI_ISL_671929,33,B
EPI_ISL_680398,33,B
EPI_ISL_680380,33,B
EPI_ISL_1055140,33,B
EPI_ISL_639869,33,B
EPI_ISL_671873,33,B
EPI_ISL_680391,33,B
EPI_ISL_732492,33,B
EPI_ISL_680225,33,B
EPI_ISL_639873,33,B
EPI_ISL_680437,33,B
EPI_ISL_680388,33,B
EPI_ISL_639870,33,B
EPI_ISL_639885,33,B
EPI_ISL_639891,33,B
EPI_ISL_732519,33,B
EPI_ISL_639889,33,B
EPI_ISL_680230,33,B
EPI_ISL_680206,33,B
EPI_ISL_680313,33,B
EPI_ISL_742124,33,B
EPI_ISL_671890,33,B
EPI_ISL_680381,33,B
EPI_ISL_680216,33,B
EPI_ISL_671924,33,B
EPI_ISL_742125,33,B
EPI_ISL_680220,33,B
EPI_ISL_578316,33,B
EPI_ISL_652316,33,B
EPI_ISL_764396,33,B
EPI_ISL_680438,33,B
EPI_ISL_680379,33,B
EPI_ISL_639907,33,B
EPI_ISL_652323,33,B
EPI_ISL_639886,33,B
EPI_ISL_671930,33,B
EPI_ISL_578266,33,B
EPI_ISL_732487,33,B
EPI_ISL_578274,33,B
EPI_ISL_578264,33,B
EPI_ISL_764403,33,B
EPI_ISL_627556,33,B
EPI_ISL_680385,33,B
EPI_ISL_627555,33,B
EPI_ISL_596920,33,B
EPI_ISL_627540,33,B
EPI_ISL_680389,33,B
EPI_ISL_680382,33,B
EPI_ISL_680404,33,B
EPI_ISL_671917,33,B
EPI_ISL_639872,33,B
EPI_ISL_680384,33,B
EPI_ISL_764423,33,B
EPI_ISL_578301,33,B
EPI_ISL_732496,33,B
EPI_ISL_680233,33,B
EPI_ISL_596923,33,B
EPI_ISL_764408,33,B
EPI_ISL_680383,33,B
EPI_ISL_639888,33,B
EPI_ISL_639868,33,B
EPI_ISL_627547,33,B
EPI_ISL_639871,33,B
EPI_ISL_732463,33,B
EPI_ISL_680341,33,B
EPI_ISL_627545,33,B
EPI_ISL_680421,33,B
EPI_ISL_1055127,33,B
EPI_ISL_680247,33,B
EPI_ISL_680397,33,B
EPI_ISL_652315,33,B
EPI_ISL_680395,33,B
EPI_ISL_680390,33,B
EPI_ISL_671884,33,B
EPI_ISL_639878,33,B
EPI_ISL_768777,33,B
EPI_ISL_680217,33,B
EPI_ISL_671902,33,B
EPI_ISL_680394,33,B
EPI_ISL_680405,33,B
EPI_ISL_639836,34,B
EPI_ISL_639838,34,B
EPI_ISL_528482,34,B
EPI_ISL_639833,34,B
EPI_ISL_639826,34,B
EPI_ISL_578320,34,B
EPI_ISL_732518,35,B
EPI_ISL_627560,36,B
EPI_ISL_680356,36,B
EPI_ISL_680329,36,B
EPI_ISL_680203,36,B
EPI_ISL_680330,36,B
EPI_ISL_732520,37,B
EPI_ISL_671864,37,B
EPI_ISL_732459,37,B
EPI_ISL_525373,38,B
EPI_ISL_525358,38,B
EPI_ISL_512092,38,B
EPI_ISL_525374,39,B
EPI_ISL_671939,40,B
EPI_ISL_768780,40,B
EPI_ISL_732494,40,B
EPI_ISL_671893,40,B
EPI_ISL_671901,40,B
EPI_ISL_639842,40,B
EPI_ISL_639875,40,B
EPI_ISL_671900,40,B
EPI_ISL_639840,40,B
EPI_ISL_639865,40,B
EPI_ISL_639876,40,B
EPI_ISL_732480,40,B
EPI_ISL_671892,40,B
EPI_ISL_578298,41,B
