tip,cluster,timepoint
EPI_ISL_866397,17,C
EPI_ISL_1252308,18,C
EPI_ISL_1180506,19,C
EPI_ISL_1398687,19,C
EPI_ISL_1180478,19,C
EPI_ISL_1180349,19,C
EPI_ISL_1196546,19,C
EPI_ISL_1323774,19,C
EPI_ISL_1180463,19,C
EPI_ISL_1398781,19,C
EPI_ISL_1180466,19,C
EPI_ISL_1196630,19,C
EPI_ISL_1180485,19,C
EPI_ISL_1252306,19,C
EPI_ISL_1191251,19,C
EPI_ISL_1323810,19,C
EPI_ISL_1180490,19,C
EPI_ISL_1323841,19,C
EPI_ISL_875430,20,C
EPI_ISL_1191435,21,C
EPI_ISL_1092896,21,C
EPI_ISL_1196521,21,C
EPI_ISL_1092901,21,C
EPI_ISL_1132601,21,C
EPI_ISL_1055088,21,C
EPI_ISL_1196520,21,C
EPI_ISL_1196625,22,C
EPI_ISL_1092911,22,C
EPI_ISL_1092573,23,C
EPI_ISL_1552247,24,C
EPI_ISL_1358099,24,C
EPI_ISL_1117717,25,C
EPI_ISL_1358135,25,C
EPI_ISL_1092866,25,C
EPI_ISL_1092854,25,C
EPI_ISL_1092682,25,C
EPI_ISL_1398718,25,C
EPI_ISL_1092671,25,C
EPI_ISL_1092855,25,C
EPI_ISL_1397314,25,C
EPI_ISL_1196523,25,C
EPI_ISL_1180290,25,C
EPI_ISL_1358057,25,C
EPI_ISL_1180365,25,C
EPI_ISL_1117730,25,C
EPI_ISL_1357988,25,C
EPI_ISL_1398720,25,C
EPI_ISL_1191369,25,C
EPI_ISL_1196501,25,C
EPI_ISL_1180337,25,C
EPI_ISL_1397315,25,C
EPI_ISL_1398756,25,C
EPI_ISL_1397270,25,C
EPI_ISL_1397195,25,C
EPI_ISL_1196522,25,C
EPI_ISL_909853,25,C
EPI_ISL_1357990,25,C
EPI_ISL_1398719,25,C
EPI_ISL_1196519,25,C
EPI_ISL_1180665,25,C
EPI_ISL_1180368,25,C
EPI_ISL_1397287,25,C
EPI_ISL_837383,26,C
EPI_ISL_921087,27,C
EPI_ISL_1975868,28,C
EPI_ISL_1180389,28,C
EPI_ISL_1975451,28,C
EPI_ISL_1975333,28,C
EPI_ISL_1398716,29,C
EPI_ISL_1397271,29,C
EPI_ISL_1357928,29,C
EPI_ISL_1358100,29,C
EPI_ISL_1191188,30,C
EPI_ISL_1191425,30,C
EPI_ISL_1196496,30,C
EPI_ISL_1132607,30,C
EPI_ISL_1180607,30,C
EPI_ISL_1357978,30,C
EPI_ISL_1163988,30,C
EPI_ISL_1191333,30,C
EPI_ISL_1252259,30,C
EPI_ISL_1092864,30,C
EPI_ISL_1092683,30,C
EPI_ISL_1358060,30,C
EPI_ISL_1252204,30,C
EPI_ISL_1252134,30,C
EPI_ISL_1180343,30,C
EPI_ISL_3055268,30,C
EPI_ISL_1164090,30,C
EPI_ISL_1092459,30,C
EPI_ISL_1397250,30,C
EPI_ISL_1299349,30,C
EPI_ISL_1180342,30,C
EPI_ISL_1252132,30,C
EPI_ISL_1092881,30,C
EPI_ISL_1252220,30,C
EPI_ISL_1358151,30,C
EPI_ISL_1132593,30,C
EPI_ISL_1092859,30,C
EPI_ISL_1180444,30,C
EPI_ISL_3055360,30,C
EPI_ISL_1132531,30,C
EPI_ISL_1117751,30,C
EPI_ISL_1191308,30,C
EPI_ISL_1092528,30,C
EPI_ISL_1092685,30,C
EPI_ISL_1180552,30,C
EPI_ISL_1132490,30,C
EPI_ISL_1191286,30,C
EPI_ISL_1397191,30,C
EPI_ISL_1180316,30,C
EPI_ISL_1299378,30,C
EPI_ISL_1358152,30,C
EPI_ISL_1357986,30,C
EPI_ISL_1358014,30,C
EPI_ISL_1092418,30,C
EPI_ISL_1191264,30,C
EPI_ISL_1092395,30,C
EPI_ISL_1180512,30,C
EPI_ISL_1397284,30,C
EPI_ISL_1092705,30,C
EPI_ISL_1252280,30,C
EPI_ISL_1092766,30,C
EPI_ISL_1180426,30,C
EPI_ISL_1092862,30,C
EPI_ISL_1299354,30,C
EPI_ISL_1196515,30,C
EPI_ISL_1092772,30,C
EPI_ISL_1191306,30,C
EPI_ISL_1196516,30,C
EPI_ISL_1001205,30,C
EPI_ISL_1252243,30,C
EPI_ISL_1196541,30,C
EPI_ISL_1358090,30,C
EPI_ISL_1191219,30,C
EPI_ISL_3055266,30,C
EPI_ISL_1398839,30,C
EPI_ISL_1252274,30,C
EPI_ISL_1092840,30,C
EPI_ISL_1132524,30,C
EPI_ISL_1252265,30,C
EPI_ISL_1398664,30,C
EPI_ISL_1191305,30,C
EPI_ISL_1191414,30,C
EPI_ISL_1132469,30,C
EPI_ISL_1252133,30,C
EPI_ISL_1252251,30,C
EPI_ISL_1164146,30,C
EPI_ISL_1092684,30,C
EPI_ISL_1092869,30,C
EPI_ISL_1092870,30,C
EPI_ISL_1092593,30,C
EPI_ISL_1092557,30,C
EPI_ISL_1180283,30,C
EPI_ISL_1092462,30,C
EPI_ISL_1398787,30,C
EPI_ISL_1252285,30,C
EPI_ISL_1180295,30,C
EPI_ISL_1252250,30,C
EPI_ISL_1180398,30,C
EPI_ISL_1252278,30,C
EPI_ISL_909876,30,C
EPI_ISL_1191181,30,C
EPI_ISL_1191431,30,C
EPI_ISL_1180304,30,C
EPI_ISL_1092771,30,C
EPI_ISL_1001219,31,C
EPI_ISL_1092765,32,C
EPI_ISL_1092619,32,C
EPI_ISL_1180542,33,C
EPI_ISL_1191269,33,C
EPI_ISL_1180589,33,C
EPI_ISL_1180590,33,C
EPI_ISL_10180430,34,C
EPI_ISL_1975387,34,C
EPI_ISL_921056,35,C
EPI_ISL_921054,35,C
EPI_ISL_1975315,36,C
EPI_ISL_1001192,37,C
EPI_ISL_2239053,37,C
EPI_ISL_1975388,38,C
EPI_ISL_1092558,38,C
EPI_ISL_1092602,38,C
EPI_ISL_1975624,38,C
EPI_ISL_1092556,38,C
EPI_ISL_875423,39,C
EPI_ISL_909848,40,C
EPI_ISL_1398710,41,C
EPI_ISL_1132624,41,C
EPI_ISL_1196595,41,C
EPI_ISL_1132562,41,C
EPI_ISL_1132605,41,C
EPI_ISL_1132626,41,C
EPI_ISL_1092975,41,C
EPI_ISL_1132622,41,C
EPI_ISL_1092758,41,C
EPI_ISL_1092974,41,C
EPI_ISL_1092977,41,C
EPI_ISL_1132588,41,C
EPI_ISL_1358183,41,C
EPI_ISL_1132623,41,C
EPI_ISL_1196577,41,C
EPI_ISL_1092902,41,C
EPI_ISL_1092760,41,C
EPI_ISL_1132608,41,C
EPI_ISL_1180459,41,C
EPI_ISL_1092595,41,C
EPI_ISL_1191340,41,C
EPI_ISL_1132625,41,C
EPI_ISL_1132579,42,C
EPI_ISL_1180481,42,C
EPI_ISL_1180379,42,C
EPI_ISL_1196560,42,C
EPI_ISL_1398702,42,C
EPI_ISL_1164048,42,C
EPI_ISL_1976057,42,C
EPI_ISL_875365,42,C
EPI_ISL_2238991,42,C
EPI_ISL_1397266,42,C
EPI_ISL_1164047,42,C
EPI_ISL_1180450,42,C
EPI_ISL_1975321,42,C
EPI_ISL_1397291,42,C
EPI_ISL_1975847,42,C
EPI_ISL_1357911,42,C
EPI_ISL_1398712,42,C
EPI_ISL_1191357,42,C
EPI_ISL_1397290,42,C
EPI_ISL_1180473,42,C
EPI_ISL_1191283,42,C
EPI_ISL_1191194,42,C
EPI_ISL_1975699,42,C
EPI_ISL_959817,42,C
EPI_ISL_1132543,42,C
EPI_ISL_1196583,42,C
EPI_ISL_1132453,42,C
EPI_ISL_1092843,42,C
EPI_ISL_1132564,42,C
EPI_ISL_1975675,42,C
EPI_ISL_921023,42,C
EPI_ISL_1191381,42,C
EPI_ISL_10128289,42,C
EPI_ISL_1180449,42,C
EPI_ISL_1092450,42,C
EPI_ISL_921109,42,C
EPI_ISL_1196811,42,C
EPI_ISL_1358083,42,C
EPI_ISL_1092566,42,C
EPI_ISL_1975519,42,C
EPI_ISL_1180358,42,C
EPI_ISL_1191229,42,C
EPI_ISL_1180367,42,C
EPI_ISL_1092452,42,C
EPI_ISL_1196553,42,C
EPI_ISL_1092523,42,C
EPI_ISL_1092661,42,C
EPI_ISL_1180425,42,C
EPI_ISL_1975956,42,C
EPI_ISL_1092494,42,C
EPI_ISL_1358058,42,C
EPI_ISL_1357962,42,C
EPI_ISL_909865,42,C
EPI_ISL_1398711,42,C
EPI_ISL_866349,42,C
EPI_ISL_1357952,42,C
EPI_ISL_1357932,42,C
EPI_ISL_1092516,42,C
EPI_ISL_1976128,42,C
EPI_ISL_1092618,42,C
EPI_ISL_1092533,42,C
EPI_ISL_1180360,42,C
EPI_ISL_1191202,42,C
EPI_ISL_1358048,42,C
EPI_ISL_1164130,42,C
EPI_ISL_1357926,42,C
EPI_ISL_1358115,42,C
EPI_ISL_1191315,42,C
EPI_ISL_1164134,42,C
EPI_ISL_1180467,42,C
EPI_ISL_1132585,42,C
EPI_ISL_1252304,42,C
EPI_ISL_1092817,42,C
EPI_ISL_1092744,42,C
EPI_ISL_1191348,42,C
EPI_ISL_1976089,42,C
EPI_ISL_1357931,42,C
EPI_ISL_1180417,42,C
EPI_ISL_1475057,42,C
EPI_ISL_1191301,42,C
EPI_ISL_1132587,42,C
EPI_ISL_1358101,42,C
EPI_ISL_1132542,42,C
EPI_ISL_1191452,42,C
EPI_ISL_1164129,42,C
EPI_ISL_1357955,42,C
EPI_ISL_1358064,42,C
EPI_ISL_1092617,42,C
EPI_ISL_1196571,42,C
EPI_ISL_1092637,42,C
EPI_ISL_1191193,42,C
EPI_ISL_1975598,42,C
EPI_ISL_1092507,42,C
EPI_ISL_2238992,42,C
EPI_ISL_1132566,42,C
EPI_ISL_1196585,42,C
EPI_ISL_1975518,42,C
EPI_ISL_1358089,42,C
EPI_ISL_1001204,42,C
EPI_ISL_1397283,42,C
EPI_ISL_1180416,42,C
EPI_ISL_1180451,42,C
EPI_ISL_1180495,42,C
EPI_ISL_1180356,42,C
EPI_ISL_909872,42,C
EPI_ISL_3055375,43,C
EPI_ISL_1164106,43,C
EPI_ISL_1191208,43,C
EPI_ISL_1323815,43,C
EPI_ISL_1191412,43,C
EPI_ISL_1398682,43,C
EPI_ISL_1132577,43,C
EPI_ISL_1191411,43,C
EPI_ISL_1132449,43,C
EPI_ISL_1132557,43,C
EPI_ISL_1357995,43,C
EPI_ISL_1132483,43,C
EPI_ISL_2239106,44,C
EPI_ISL_1092830,45,C
EPI_ISL_1092865,46,C
EPI_ISL_1180403,47,C
EPI_ISL_789074,47,C
EPI_ISL_1358177,48,C
EPI_ISL_1092565,48,C
EPI_ISL_1092677,48,C
EPI_ISL_1252161,48,C
EPI_ISL_1191377,48,C
EPI_ISL_837377,48,C
EPI_ISL_1180601,48,C
EPI_ISL_875474,48,C
EPI_ISL_1357996,48,C
EPI_ISL_1092485,48,C
EPI_ISL_959784,48,C
EPI_ISL_1092644,48,C
EPI_ISL_1132432,48,C
EPI_ISL_1191319,48,C
EPI_ISL_1196535,48,C
EPI_ISL_1191206,48,C
EPI_ISL_1164072,48,C
EPI_ISL_1577393,48,C
EPI_ISL_1358055,48,C
EPI_ISL_1357991,48,C
EPI_ISL_1092852,48,C
EPI_ISL_1191168,48,C
EPI_ISL_959795,48,C
EPI_ISL_1180580,48,C
EPI_ISL_909845,48,C
EPI_ISL_1092479,48,C
EPI_ISL_1180491,48,C
EPI_ISL_1397281,48,C
EPI_ISL_959827,48,C
EPI_ISL_1252139,48,C
EPI_ISL_1358176,48,C
EPI_ISL_909836,48,C
EPI_ISL_1358061,48,C
EPI_ISL_875467,48,C
EPI_ISL_1180668,48,C
EPI_ISL_1092810,48,C
EPI_ISL_959722,48,C
EPI_ISL_1358178,48,C
EPI_ISL_1191296,48,C
EPI_ISL_1092438,48,C
EPI_ISL_909842,48,C
EPI_ISL_1092660,48,C
EPI_ISL_1164043,48,C
EPI_ISL_1196644,48,C
EPI_ISL_1191171,48,C
EPI_ISL_1191351,48,C
EPI_ISL_875426,48,C
EPI_ISL_959821,48,C
EPI_ISL_1092508,48,C
EPI_ISL_1180600,48,C
EPI_ISL_1357985,48,C
EPI_ISL_1358175,48,C
EPI_ISL_1092486,48,C
EPI_ISL_1132429,49,C
EPI_ISL_1164082,49,C
EPI_ISL_1092729,49,C
EPI_ISL_1132556,49,C
EPI_ISL_1132560,49,C
EPI_ISL_1132430,49,C
EPI_ISL_1196552,50,C
EPI_ISL_1164084,50,C
EPI_ISL_1180634,50,C
EPI_ISL_1358096,50,C
EPI_ISL_1358121,50,C
EPI_ISL_1132448,50,C
EPI_ISL_1357924,50,C
EPI_ISL_1191165,50,C
EPI_ISL_1132527,50,C
EPI_ISL_1132500,50,C
EPI_ISL_1180507,50,C
EPI_ISL_1180411,50,C
EPI_ISL_1358049,50,C
EPI_ISL_1358122,50,C
EPI_ISL_1357939,50,C
EPI_ISL_1092520,50,C
EPI_ISL_1180346,50,C
EPI_ISL_1164039,50,C
EPI_ISL_1398789,50,C
EPI_ISL_1196549,50,C
EPI_ISL_1252148,50,C
EPI_ISL_1191261,50,C
EPI_ISL_1358117,50,C
EPI_ISL_1358051,50,C
EPI_ISL_1180625,50,C
EPI_ISL_1191364,50,C
EPI_ISL_1180504,50,C
EPI_ISL_1196566,50,C
EPI_ISL_1398850,50,C
EPI_ISL_1357970,50,C
EPI_ISL_1416756,50,C
EPI_ISL_1358088,50,C
EPI_ISL_959814,50,C
EPI_ISL_1164098,50,C
EPI_ISL_1397278,50,C
EPI_ISL_1191243,50,C
EPI_ISL_1180598,50,C
EPI_ISL_1357972,50,C
EPI_ISL_1132487,51,C
EPI_ISL_1092454,51,C
EPI_ISL_1252287,52,C
EPI_ISL_1055129,52,C
EPI_ISL_837382,52,C
EPI_ISL_1180581,52,C
EPI_ISL_1252249,52,C
EPI_ISL_1398764,52,C
EPI_ISL_1096224,53,C
EPI_ISL_1096218,53,C
EPI_ISL_1096227,53,C
EPI_ISL_789068,54,C
EPI_ISL_959767,55,C
EPI_ISL_1092409,55,C
EPI_ISL_1092639,55,C
EPI_ISL_1092625,55,C
EPI_ISL_1092511,55,C
EPI_ISL_1191150,55,C
EPI_ISL_1092398,55,C
EPI_ISL_1180531,55,C
EPI_ISL_1180465,55,C
EPI_ISL_1092488,55,C
EPI_ISL_1358043,55,C
EPI_ISL_1092431,55,C
EPI_ISL_1092624,55,C
EPI_ISL_1092789,55,C
EPI_ISL_909863,56,C
EPI_ISL_1976114,57,C
EPI_ISL_2239023,57,C
EPI_ISL_1975398,57,C
EPI_ISL_2239010,57,C
EPI_ISL_1976135,57,C
EPI_ISL_1976083,57,C
EPI_ISL_1975416,58,C
EPI_ISL_1092605,59,C
EPI_ISL_1191237,59,C
EPI_ISL_1092499,59,C
EPI_ISL_1475066,60,C
EPI_ISL_1132517,61,C
EPI_ISL_1132427,61,C
EPI_ISL_1398747,61,C
EPI_ISL_1301969,61,C
EPI_ISL_3055384,61,C
EPI_ISL_1301966,61,C
EPI_ISL_1252260,61,C
EPI_ISL_1301967,61,C
EPI_ISL_1252289,61,C
EPI_ISL_1552292,61,C
EPI_ISL_3055333,62,C
EPI_ISL_1358002,63,C
EPI_ISL_1398704,63,C
EPI_ISL_1132539,64,C
EPI_ISL_1398675,65,C
EPI_ISL_998226,66,C
EPI_ISL_1092678,67,C
EPI_ISL_959781,68,C
EPI_ISL_909873,69,C
EPI_ISL_1117724,70,C
EPI_ISL_1092515,70,C
EPI_ISL_1164147,70,C
EPI_ISL_1164059,70,C
EPI_ISL_1164073,70,C
EPI_ISL_1164102,70,C
EPI_ISL_1092477,70,C
EPI_ISL_1164109,70,C
EPI_ISL_1191416,70,C
EPI_ISL_1358145,70,C
EPI_ISL_1191191,70,C
EPI_ISL_1191304,70,C
EPI_ISL_1358037,70,C
EPI_ISL_1180479,70,C
EPI_ISL_1092799,70,C
EPI_ISL_1358153,70,C
EPI_ISL_959787,70,C
EPI_ISL_875398,70,C
EPI_ISL_1164118,70,C
EPI_ISL_1132563,70,C
EPI_ISL_1191246,70,C
EPI_ISL_1191257,70,C
EPI_ISL_1358154,70,C
EPI_ISL_789096,70,C
EPI_ISL_1358148,70,C
EPI_ISL_1398786,70,C
EPI_ISL_1180308,70,C
EPI_ISL_1398852,70,C
EPI_ISL_1358155,70,C
EPI_ISL_1358136,70,C
EPI_ISL_1092748,70,C
EPI_ISL_1323771,70,C
EPI_ISL_1180404,70,C
EPI_ISL_1191271,70,C
EPI_ISL_1358031,70,C
EPI_ISL_1132445,70,C
EPI_ISL_1180588,70,C
EPI_ISL_1191187,70,C
EPI_ISL_1191294,70,C
EPI_ISL_1092425,70,C
EPI_ISL_1117723,70,C
EPI_ISL_1323795,70,C
EPI_ISL_1191372,70,C
EPI_ISL_1252268,70,C
EPI_ISL_1132502,70,C
EPI_ISL_1358149,70,C
EPI_ISL_1252213,70,C
EPI_ISL_1191154,70,C
EPI_ISL_1117747,70,C
EPI_ISL_1398842,70,C
EPI_ISL_1357944,70,C
EPI_ISL_1191241,70,C
EPI_ISL_1252300,70,C
EPI_ISL_875396,70,C
EPI_ISL_1132505,70,C
EPI_ISL_1191220,70,C
EPI_ISL_1398683,70,C
EPI_ISL_1092532,70,C
EPI_ISL_1180618,70,C
EPI_ISL_1180547,70,C
EPI_ISL_1180302,70,C
EPI_ISL_1252144,70,C
EPI_ISL_1092609,70,C
EPI_ISL_1191273,70,C
EPI_ISL_1164066,70,C
EPI_ISL_1117745,70,C
EPI_ISL_1132495,70,C
EPI_ISL_1358028,70,C
EPI_ISL_735389,70,C
EPI_ISL_1132493,70,C
EPI_ISL_1398750,70,C
EPI_ISL_1299364,70,C
EPI_ISL_1180617,70,C
EPI_ISL_1092506,70,C
EPI_ISL_1252193,70,C
EPI_ISL_875392,70,C
EPI_ISL_959780,70,C
EPI_ISL_1364482,70,C
EPI_ISL_1323818,70,C
EPI_ISL_1055089,70,C
EPI_ISL_1358161,70,C
EPI_ISL_960999,70,C
EPI_ISL_1196530,70,C
EPI_ISL_1092878,70,C
EPI_ISL_1092449,70,C
EPI_ISL_3055263,70,C
EPI_ISL_1180326,70,C
EPI_ISL_1092816,70,C
EPI_ISL_1132440,70,C
EPI_ISL_1092823,70,C
EPI_ISL_1398723,70,C
EPI_ISL_1191158,70,C
EPI_ISL_1323828,70,C
EPI_ISL_1252216,70,C
EPI_ISL_1960825,70,C
EPI_ISL_1164062,70,C
EPI_ISL_735384,70,C
EPI_ISL_1092885,70,C
EPI_ISL_1252269,70,C
EPI_ISL_1001196,70,C
EPI_ISL_909837,70,C
EPI_ISL_1180511,70,C
EPI_ISL_1191415,70,C
EPI_ISL_1132492,70,C
EPI_ISL_1323838,70,C
EPI_ISL_1117759,70,C
EPI_ISL_1132497,70,C
EPI_ISL_1132561,70,C
EPI_ISL_1180533,70,C
EPI_ISL_1552276,70,C
EPI_ISL_3055272,70,C
EPI_ISL_1180508,70,C
EPI_ISL_1055079,70,C
EPI_ISL_1252142,70,C
EPI_ISL_1092433,70,C
EPI_ISL_3055343,70,C
EPI_ISL_1191337,70,C
EPI_ISL_1092720,70,C
EPI_ISL_959783,70,C
EPI_ISL_1164108,70,C
EPI_ISL_1358000,70,C
EPI_ISL_1398844,70,C
EPI_ISL_1132411,70,C
EPI_ISL_1092657,70,C
EPI_ISL_1092428,70,C
EPI_ISL_1299340,70,C
EPI_ISL_1398677,70,C
EPI_ISL_1055097,70,C
EPI_ISL_909850,70,C
EPI_ISL_1191190,70,C
EPI_ISL_789064,70,C
EPI_ISL_1191342,70,C
EPI_ISL_1191293,70,C
EPI_ISL_1191346,70,C
EPI_ISL_1092848,70,C
EPI_ISL_909886,70,C
EPI_ISL_1092502,70,C
EPI_ISL_1164021,70,C
EPI_ISL_909892,70,C
EPI_ISL_1180525,70,C
EPI_ISL_1132494,70,C
EPI_ISL_1092522,70,C
EPI_ISL_1180613,70,C
EPI_ISL_909843,70,C
EPI_ISL_959778,70,C
EPI_ISL_1358011,70,C
EPI_ISL_1180322,70,C
EPI_ISL_909878,70,C
EPI_ISL_1132511,70,C
EPI_ISL_1191344,70,C
EPI_ISL_1357908,70,C
EPI_ISL_1164104,70,C
EPI_ISL_1092750,70,C
EPI_ISL_1132460,70,C
EPI_ISL_1191268,70,C
EPI_ISL_1180401,70,C
EPI_ISL_3055292,70,C
EPI_ISL_1092487,70,C
EPI_ISL_1132462,70,C
EPI_ISL_1092652,70,C
EPI_ISL_1163997,70,C
EPI_ISL_789079,70,C
EPI_ISL_1358070,70,C
EPI_ISL_1191153,70,C
EPI_ISL_1416746,70,C
EPI_ISL_1398665,70,C
EPI_ISL_1092415,70,C
EPI_ISL_1252154,70,C
EPI_ISL_1092858,70,C
EPI_ISL_1092471,70,C
EPI_ISL_1191419,70,C
EPI_ISL_1196547,70,C
EPI_ISL_875364,70,C
EPI_ISL_1299373,70,C
EPI_ISL_1196514,70,C
EPI_ISL_1180532,70,C
EPI_ISL_1092405,70,C
EPI_ISL_1180333,70,C
EPI_ISL_1132575,70,C
EPI_ISL_1180587,70,C
EPI_ISL_1092475,70,C
EPI_ISL_1323845,70,C
EPI_ISL_1180612,70,C
EPI_ISL_1180616,70,C
EPI_ISL_1196500,70,C
EPI_ISL_909885,70,C
EPI_ISL_1358120,70,C
EPI_ISL_1180477,70,C
EPI_ISL_875395,70,C
EPI_ISL_1132573,70,C
EPI_ISL_909856,70,C
EPI_ISL_1196558,70,C
EPI_ISL_1092670,70,C
EPI_ISL_1191382,70,C
EPI_ISL_1191270,70,C
EPI_ISL_1055069,70,C
EPI_ISL_1358129,70,C
EPI_ISL_1092596,70,C
EPI_ISL_1132431,70,C
EPI_ISL_1180350,70,C
EPI_ISL_959725,70,C
EPI_ISL_1299371,70,C
EPI_ISL_1001199,70,C
EPI_ISL_1398688,70,C
EPI_ISL_789066,70,C
EPI_ISL_1132504,70,C
EPI_ISL_875366,70,C
EPI_ISL_1092470,70,C
EPI_ISL_1092585,70,C
EPI_ISL_1358146,70,C
EPI_ISL_1117719,70,C
EPI_ISL_1180561,70,C
EPI_ISL_1398681,70,C
EPI_ISL_1092492,70,C
EPI_ISL_1397254,70,C
EPI_ISL_1092476,70,C
EPI_ISL_1132484,70,C
EPI_ISL_837393,70,C
EPI_ISL_1696502,70,C
EPI_ISL_1092632,70,C
EPI_ISL_1358008,70,C
EPI_ISL_1357999,70,C
EPI_ISL_1191292,70,C
EPI_ISL_1092620,70,C
EPI_ISL_1092728,70,C
EPI_ISL_1092849,70,C
EPI_ISL_1180313,70,C
EPI_ISL_1398744,70,C
EPI_ISL_1252288,70,C
EPI_ISL_1191227,70,C
EPI_ISL_1398843,70,C
EPI_ISL_1191161,70,C
