tip,cluster,timepoint
EPI_ISL_10180332,130,F
EPI_ISL_11311493,130,F
EPI_ISL_11312161,130,F
EPI_ISL_10179133,130,F
EPI_ISL_11058689,130,F
EPI_ISL_11461303,130,F
EPI_ISL_10671546,130,F
EPI_ISL_11111163,130,F
EPI_ISL_10578900,130,F
EPI_ISL_11058443,130,F
EPI_ISL_10178959,130,F
EPI_ISL_11058480,130,F
EPI_ISL_10477104,130,F
EPI_ISL_11222418,130,F
EPI_ISL_10179287,130,F
EPI_ISL_10178263,130,F
EPI_ISL_10880959,130,F
EPI_ISL_10178965,130,F
EPI_ISL_11311560,130,F
EPI_ISL_11023457,130,F
EPI_ISL_10880979,130,F
EPI_ISL_10476399,130,F
EPI_ISL_11311056,130,F
EPI_ISL_11463236,130,F
EPI_ISL_11311556,130,F
EPI_ISL_10178922,130,F
EPI_ISL_10997808,130,F
EPI_ISL_11058488,130,F
EPI_ISL_10671498,130,F
EPI_ISL_11222018,130,F
EPI_ISL_10179927,130,F
EPI_ISL_11264552,130,F
EPI_ISL_10179497,130,F
EPI_ISL_11311205,130,F
EPI_ISL_11312102,130,F
EPI_ISL_10670982,130,F
EPI_ISL_10179490,130,F
EPI_ISL_10671288,130,F
EPI_ISL_10578728,130,F
EPI_ISL_11581699,131,F
EPI_ISL_11311568,131,F
EPI_ISL_10997730,131,F
EPI_ISL_10857149,131,F
EPI_ISL_10179760,131,F
EPI_ISL_10179314,131,F
EPI_ISL_10857080,131,F
EPI_ISL_11582891,131,F
EPI_ISL_10178736,131,F
EPI_ISL_11581701,131,F
EPI_ISL_11023528,131,F
EPI_ISL_11110480,131,F
EPI_ISL_10179606,131,F
EPI_ISL_10578925,131,F
EPI_ISL_11311569,131,F
EPI_ISL_11461766,131,F
EPI_ISL_11312044,131,F
EPI_ISL_10855033,131,F
EPI_ISL_11461968,131,F
EPI_ISL_10179602,131,F
EPI_ISL_11312126,131,F
EPI_ISL_10175804,131,F
EPI_ISL_10997621,131,F
EPI_ISL_10174397,131,F
EPI_ISL_11461840,131,F
EPI_ISL_10997848,131,F
EPI_ISL_11058437,131,F
EPI_ISL_11460244,131,F
EPI_ISL_11461745,131,F
EPI_ISL_11375795,131,F
EPI_ISL_11582807,131,F
EPI_ISL_10180313,131,F
EPI_ISL_10180239,131,F
EPI_ISL_11460167,131,F
EPI_ISL_10578756,131,F
EPI_ISL_11461672,131,F
EPI_ISL_11312059,131,F
EPI_ISL_10180149,131,F
EPI_ISL_10177119,131,F
EPI_ISL_11461821,131,F
EPI_ISL_11582822,131,F
EPI_ISL_11460836,131,F
EPI_ISL_10177931,131,F
EPI_ISL_10179027,131,F
EPI_ISL_11581698,131,F
EPI_ISL_10855130,131,F
EPI_ISL_11581700,131,F
EPI_ISL_11460875,131,F
EPI_ISL_11111105,131,F
EPI_ISL_11582825,131,F
EPI_ISL_10502895,131,F
EPI_ISL_10178231,131,F
EPI_ISL_10997727,131,F
EPI_ISL_10177371,131,F
EPI_ISL_10177124,131,F
EPI_ISL_10476196,131,F
EPI_ISL_10997626,131,F
EPI_ISL_11461689,131,F
EPI_ISL_11058493,131,F
EPI_ISL_10578892,131,F
EPI_ISL_10180115,131,F
EPI_ISL_11460907,131,F
EPI_ISL_11582895,131,F
EPI_ISL_11311549,131,F
EPI_ISL_10578669,131,F
EPI_ISL_11461011,131,F
EPI_ISL_10671347,131,F
EPI_ISL_10179159,131,F
EPI_ISL_10179452,131,F
EPI_ISL_10998676,131,F
EPI_ISL_10671476,131,F
EPI_ISL_10179582,131,F
EPI_ISL_11312071,131,F
EPI_ISL_11582806,131,F
EPI_ISL_11311228,131,F
EPI_ISL_10857752,131,F
EPI_ISL_10179538,131,F
EPI_ISL_11311553,131,F
EPI_ISL_11058407,131,F
EPI_ISL_10180224,131,F
EPI_ISL_11461804,131,F
EPI_ISL_10477046,131,F
EPI_ISL_10174949,131,F
EPI_ISL_10179481,131,F
EPI_ISL_11461677,131,F
EPI_ISL_11460942,131,F
EPI_ISL_11190063,131,F
EPI_ISL_10174939,131,F
EPI_ISL_10502898,131,F
EPI_ISL_10670856,132,F
EPI_ISL_10476504,132,F
EPI_ISL_11460940,132,F
EPI_ISL_10880787,132,F
EPI_ISL_10286675,132,F
EPI_ISL_10880766,132,F
EPI_ISL_11311093,132,F
EPI_ISL_11058223,132,F
EPI_ISL_11110589,132,F
EPI_ISL_10035053,132,F
EPI_ISL_10578686,132,F
EPI_ISL_10857278,132,F
EPI_ISL_10578806,132,F
EPI_ISL_11058327,132,F
EPI_ISL_11312091,132,F
EPI_ISL_10670910,132,F
EPI_ISL_10476495,132,F
EPI_ISL_11459974,133,F
EPI_ISL_10179252,133,F
EPI_ISL_10671412,133,F
EPI_ISL_11460635,133,F
EPI_ISL_11461806,133,F
EPI_ISL_11461775,133,F
EPI_ISL_10578807,133,F
EPI_ISL_10179542,133,F
EPI_ISL_11058224,133,F
EPI_ISL_11221993,133,F
EPI_ISL_10858079,133,F
EPI_ISL_11110530,133,F
EPI_ISL_11058662,133,F
EPI_ISL_11460774,133,F
EPI_ISL_10857358,133,F
EPI_ISL_11460594,133,F
EPI_ISL_11058577,133,F
EPI_ISL_10578774,133,F
EPI_ISL_11311562,133,F
EPI_ISL_11058291,133,F
EPI_ISL_11222229,133,F
EPI_ISL_11312031,133,F
EPI_ISL_11222160,133,F
EPI_ISL_10855473,133,F
EPI_ISL_11058674,133,F
EPI_ISL_11460220,133,F
EPI_ISL_11222469,133,F
EPI_ISL_10881670,133,F
EPI_ISL_11312063,133,F
EPI_ISL_11222111,133,F
EPI_ISL_11058318,133,F
EPI_ISL_11311573,133,F
EPI_ISL_11265501,133,F
EPI_ISL_10997840,133,F
EPI_ISL_11222165,133,F
EPI_ISL_11222452,133,F
EPI_ISL_10584998,133,F
EPI_ISL_10179214,133,F
EPI_ISL_11058317,133,F
EPI_ISL_11265424,133,F
EPI_ISL_11312062,133,F
EPI_ISL_10179978,133,F
EPI_ISL_10179548,133,F
EPI_ISL_11464123,133,F
EPI_ISL_11110529,133,F
EPI_ISL_11221999,133,F
EPI_ISL_11463763,133,F
EPI_ISL_10858344,133,F
EPI_ISL_11459826,133,F
EPI_ISL_11311561,133,F
EPI_ISL_10858151,133,F
EPI_ISL_10881353,133,F
EPI_ISL_11312058,133,F
EPI_ISL_11110547,133,F
EPI_ISL_11460205,133,F
EPI_ISL_10881335,133,F
EPI_ISL_11459674,133,F
EPI_ISL_10671091,134,F
EPI_ISL_10671094,134,F
EPI_ISL_11311649,135,F
EPI_ISL_10881156,135,F
EPI_ISL_10671200,135,F
EPI_ISL_11311469,135,F
EPI_ISL_10502750,135,F
EPI_ISL_10671585,135,F
EPI_ISL_10180571,135,F
EPI_ISL_10997709,135,F
EPI_ISL_10477131,135,F
EPI_ISL_10502923,135,F
EPI_ISL_10177685,135,F
EPI_ISL_10670955,135,F
EPI_ISL_10174549,135,F
EPI_ISL_11461824,135,F
EPI_ISL_10997698,135,F
EPI_ISL_10881365,135,F
EPI_ISL_10177667,135,F
EPI_ISL_10195909,135,F
EPI_ISL_11222446,135,F
EPI_ISL_10881369,135,F
EPI_ISL_10671197,135,F
EPI_ISL_11058481,135,F
EPI_ISL_10176207,135,F
EPI_ISL_10881376,135,F
EPI_ISL_10997919,135,F
EPI_ISL_10477061,135,F
EPI_ISL_10174437,135,F
EPI_ISL_10476937,135,F
EPI_ISL_10178351,135,F
EPI_ISL_10881159,135,F
EPI_ISL_10881162,135,F
EPI_ISL_10997864,135,F
EPI_ISL_11461375,135,F
EPI_ISL_10174540,135,F
EPI_ISL_11312097,135,F
EPI_ISL_10178281,135,F
EPI_ISL_10178798,135,F
EPI_ISL_11058282,135,F
EPI_ISL_10180782,135,F
EPI_ISL_10477005,135,F
EPI_ISL_10179838,135,F
EPI_ISL_10881372,135,F
EPI_ISL_10671468,135,F
EPI_ISL_10475521,135,F
EPI_ISL_10671479,135,F
EPI_ISL_10176202,135,F
EPI_ISL_10671213,135,F
EPI_ISL_10997921,135,F
EPI_ISL_10180024,135,F
EPI_ISL_10998025,135,F
EPI_ISL_10035185,136,F
EPI_ISL_11312048,137,F
EPI_ISL_11312047,137,F
EPI_ISL_11311631,137,F
EPI_ISL_10177624,138,F
EPI_ISL_10177630,138,F
EPI_ISL_10177625,138,F
EPI_ISL_11312117,139,F
EPI_ISL_11461461,139,F
EPI_ISL_10997724,140,F
EPI_ISL_11311996,141,F
EPI_ISL_10670919,142,F
EPI_ISL_10670916,142,F
EPI_ISL_11450149,143,F
EPI_ISL_11508203,144,F
EPI_ISL_11311995,144,F
EPI_ISL_11311087,145,F
EPI_ISL_11023536,146,F
EPI_ISL_11517090,147,F
EPI_ISL_11461828,147,F
EPI_ISL_11582805,148,F
EPI_ISL_11222245,149,F
EPI_ISL_11508325,149,F
EPI_ISL_11311596,149,F
EPI_ISL_10857527,150,F
EPI_ISL_10632890,151,F
EPI_ISL_10632835,151,F
EPI_ISL_10857158,152,F
EPI_ISL_10857781,152,F
EPI_ISL_10632822,153,F
EPI_ISL_10999974,154,F
EPI_ISL_11312007,155,F
EPI_ISL_11462046,156,F
EPI_ISL_10180480,157,F
EPI_ISL_11461505,157,F
EPI_ISL_11311948,158,F
EPI_ISL_10859004,159,F
EPI_ISL_10671406,160,F
EPI_ISL_11311530,160,F
EPI_ISL_10670880,160,F
EPI_ISL_10180396,160,F
EPI_ISL_10180059,160,F
EPI_ISL_10881380,160,F
EPI_ISL_11311532,160,F
EPI_ISL_11582876,161,F
EPI_ISL_10709076,162,F
EPI_ISL_10671068,163,F
EPI_ISL_11058453,164,F
EPI_ISL_10997738,165,F
EPI_ISL_11023499,165,F
EPI_ISL_11312094,166,F
EPI_ISL_11582792,167,F
EPI_ISL_11311156,168,F
EPI_ISL_11256081,169,F
EPI_ISL_11582803,169,F
EPI_ISL_11508249,169,F
EPI_ISL_11264974,170,F
EPI_ISL_11222164,170,F
EPI_ISL_10177108,171,F
EPI_ISL_9554254,171,F
EPI_ISL_10177107,171,F
EPI_ISL_11461477,172,F
EPI_ISL_10179026,173,F
EPI_ISL_10179439,173,F
EPI_ISL_10180238,173,F
EPI_ISL_10880692,174,F
EPI_ISL_11312114,175,F
EPI_ISL_11459606,176,F
EPI_ISL_10632815,177,F
EPI_ISL_10880915,177,F
EPI_ISL_9553999,178,F
EPI_ISL_9553995,178,F
EPI_ISL_11312136,179,F
EPI_ISL_11222149,180,F
EPI_ISL_10035176,181,F
EPI_ISL_10585029,181,F
EPI_ISL_11460856,182,F
EPI_ISL_10998050,183,F
EPI_ISL_10670920,184,F
EPI_ISL_11222232,184,F
EPI_ISL_11111338,184,F
EPI_ISL_11461946,184,F
EPI_ISL_10671289,184,F
EPI_ISL_11058389,184,F
EPI_ISL_11460165,184,F
EPI_ISL_11110627,184,F
EPI_ISL_9848729,184,F
EPI_ISL_11461913,184,F
EPI_ISL_11222226,184,F
EPI_ISL_10174995,184,F
EPI_ISL_11516698,184,F
EPI_ISL_11460792,184,F
EPI_ISL_10177261,184,F
EPI_ISL_11460712,184,F
EPI_ISL_11461507,184,F
EPI_ISL_11461924,184,F
EPI_ISL_11461357,184,F
EPI_ISL_11516702,184,F
EPI_ISL_10475713,184,F
EPI_ISL_10880706,184,F
EPI_ISL_10176982,184,F
EPI_ISL_11312068,184,F
EPI_ISL_10858026,184,F
EPI_ISL_11312122,184,F
EPI_ISL_11460998,184,F
EPI_ISL_11312123,184,F
EPI_ISL_11460483,184,F
EPI_ISL_11111128,184,F
EPI_ISL_11222441,184,F
EPI_ISL_10177668,184,F
EPI_ISL_9732528,184,F
EPI_ISL_10178863,184,F
EPI_ISL_11461879,184,F
EPI_ISL_10585094,185,F
EPI_ISL_10585039,185,F
EPI_ISL_10585146,186,F
EPI_ISL_11256093,187,F
EPI_ISL_10997804,188,F
EPI_ISL_11508174,189,F
EPI_ISL_11508220,189,F
EPI_ISL_11222444,190,F
EPI_ISL_11222017,190,F
EPI_ISL_11222416,190,F
EPI_ISL_11222439,190,F
EPI_ISL_10179529,190,F
EPI_ISL_11222016,190,F
EPI_ISL_11460737,191,F
EPI_ISL_11264457,191,F
EPI_ISL_10997774,191,F
EPI_ISL_11264150,191,F
EPI_ISL_11461600,192,F
EPI_ISL_11461611,192,F
EPI_ISL_11023529,193,F
EPI_ISL_10480247,194,F
EPI_ISL_10578908,195,F
EPI_ISL_10578872,195,F
EPI_ISL_11312081,196,F
EPI_ISL_10178756,196,F
EPI_ISL_11311618,196,F
EPI_ISL_10179997,196,F
EPI_ISL_10178743,196,F
EPI_ISL_10670827,196,F
EPI_ISL_11110620,196,F
EPI_ISL_10671228,196,F
EPI_ISL_11311952,196,F
EPI_ISL_10475931,196,F
EPI_ISL_11110615,196,F
EPI_ISL_10671067,196,F
EPI_ISL_11460765,196,F
EPI_ISL_11311993,197,F
EPI_ISL_10999771,198,F
EPI_ISL_11111361,198,F
EPI_ISL_10880859,198,F
EPI_ISL_10881031,198,F
EPI_ISL_11460158,198,F
EPI_ISL_11461756,198,F
EPI_ISL_10855264,198,F
EPI_ISL_11058456,198,F
EPI_ISL_10035168,199,F
EPI_ISL_11131161,200,F
EPI_ISL_11312125,201,F
EPI_ISL_11461424,202,F
EPI_ISL_10671186,202,F
EPI_ISL_11222061,202,F
EPI_ISL_11459735,202,F
EPI_ISL_11460479,202,F
EPI_ISL_11450341,203,F
EPI_ISL_11312074,204,F
EPI_ISL_11461909,205,F
EPI_ISL_11461858,206,F
EPI_ISL_11312099,206,F
EPI_ISL_11461851,206,F
EPI_ISL_11311955,207,F
EPI_ISL_11460663,208,F
EPI_ISL_11461562,208,F
EPI_ISL_11111164,208,F
EPI_ISL_10997654,208,F
EPI_ISL_10578719,208,F
EPI_ISL_11311246,208,F
EPI_ISL_11311252,208,F
EPI_ISL_11111310,208,F
EPI_ISL_11111165,208,F
EPI_ISL_11058700,208,F
EPI_ISL_11312166,208,F
EPI_ISL_11311253,208,F
EPI_ISL_11111162,208,F
EPI_ISL_10180192,209,F
EPI_ISL_10180191,209,F
EPI_ISL_10180180,210,F
EPI_ISL_11263567,210,F
EPI_ISL_10881184,210,F
EPI_ISL_11265142,210,F
EPI_ISL_10670979,210,F
EPI_ISL_10670826,210,F
EPI_ISL_11256124,211,F
EPI_ISL_11508248,211,F
EPI_ISL_11582846,211,F
EPI_ISL_11311142,212,F
EPI_ISL_11058337,213,F
EPI_ISL_11582872,214,F
EPI_ISL_11582924,215,F
EPI_ISL_11058467,216,F
EPI_ISL_11460462,216,F
EPI_ISL_11222131,216,F
EPI_ISL_10854709,216,F
EPI_ISL_11058215,216,F
EPI_ISL_11222033,216,F
EPI_ISL_10880746,216,F
EPI_ISL_10881213,216,F
EPI_ISL_11582904,216,F
EPI_ISL_11311160,216,F
EPI_ISL_11110637,216,F
EPI_ISL_11222150,216,F
EPI_ISL_11058208,216,F
EPI_ISL_10632799,216,F
EPI_ISL_10997661,216,F
EPI_ISL_11058207,216,F
EPI_ISL_11222129,216,F
EPI_ISL_10670977,216,F
EPI_ISL_10178986,216,F
EPI_ISL_10880992,216,F
EPI_ISL_11311990,216,F
EPI_ISL_11023551,216,F
EPI_ISL_11264827,216,F
EPI_ISL_11222423,216,F
EPI_ISL_11312002,216,F
EPI_ISL_10632756,216,F
EPI_ISL_10880932,216,F
EPI_ISL_11460009,216,F
EPI_ISL_10998986,216,F
EPI_ISL_11460199,216,F
EPI_ISL_10880999,216,F
EPI_ISL_11222141,216,F
EPI_ISL_11312037,216,F
EPI_ISL_11222025,216,F
EPI_ISL_10880990,216,F
EPI_ISL_11461566,216,F
EPI_ISL_10997810,216,F
EPI_ISL_11222277,216,F
EPI_ISL_10857727,216,F
EPI_ISL_11058209,216,F
EPI_ISL_11582898,217,F
EPI_ISL_11582920,217,F
EPI_ISL_10998678,218,F
EPI_ISL_10997715,218,F
EPI_ISL_10578790,219,F
EPI_ISL_10671446,219,F
EPI_ISL_11516808,219,F
EPI_ISL_10475605,219,F
EPI_ISL_10176833,219,F
EPI_ISL_10180299,219,F
EPI_ISL_10177415,219,F
EPI_ISL_10671403,219,F
EPI_ISL_10475470,220,F
EPI_ISL_11508245,221,F
EPI_ISL_11461602,221,F
EPI_ISL_11508073,221,F
EPI_ISL_11058258,221,F
EPI_ISL_10179077,222,F
EPI_ISL_11222217,223,F
EPI_ISL_11058230,224,F
EPI_ISL_11058301,224,F
