tip,cluster,timepoint
EPI_ISL_680351,29,B
EPI_ISL_680368,29,B
EPI_ISL_652320,29,B
EPI_ISL_627546,29,B
EPI_ISL_680241,29,B
EPI_ISL_531237,30,B
EPI_ISL_532367,30,B
EPI_ISL_531588,30,B
EPI_ISL_732489,31,B
EPI_ISL_732467,31,B
EPI_ISL_732468,31,B
EPI_ISL_652333,31,B
EPI_ISL_671905,31,B
EPI_ISL_671907,31,B
EPI_ISL_732474,31,B
EPI_ISL_652332,31,B
EPI_ISL_732517,31,B
EPI_ISL_680354,31,B
EPI_ISL_732523,31,B
EPI_ISL_627529,31,B
EPI_ISL_671904,31,B
EPI_ISL_652310,31,B
EPI_ISL_652305,31,B
EPI_ISL_652309,31,B
EPI_ISL_680327,31,B
EPI_ISL_652307,31,B
EPI_ISL_671925,31,B
EPI_ISL_652335,31,B
EPI_ISL_671906,31,B
EPI_ISL_531654,32,B
EPI_ISL_530940,32,B
EPI_ISL_531986,32,B
EPI_ISL_530732,32,B
EPI_ISL_528480,32,B
EPI_ISL_732476,32,B
EPI_ISL_530733,32,B
EPI_ISL_530584,32,B
EPI_ISL_768773,32,B
EPI_ISL_639846,33,B
EPI_ISL_639851,33,B
EPI_ISL_578328,33,B
EPI_ISL_639863,33,B
EPI_ISL_680279,34,B
EPI_ISL_680280,34,B
EPI_ISL_680360,35,B
EPI_ISL_764442,35,B
EPI_ISL_680426,36,B
EPI_ISL_680213,36,B
EPI_ISL_680245,36,B
EPI_ISL_680409,36,B
EPI_ISL_822321,36,B
EPI_ISL_627528,36,B
EPI_ISL_627566,36,B
EPI_ISL_627567,36,B
EPI_ISL_842101,36,B
EPI_ISL_680232,36,B
EPI_ISL_764429,36,B
EPI_ISL_764426,36,B
EPI_ISL_680428,36,B
EPI_ISL_627553,36,B
EPI_ISL_822328,36,B
EPI_ISL_680335,36,B
EPI_ISL_680414,36,B
EPI_ISL_680338,36,B
EPI_ISL_3003477,36,B
EPI_ISL_680309,36,B
EPI_ISL_590457,36,B
EPI_ISL_764410,36,B
EPI_ISL_764416,36,B
EPI_ISL_764411,36,B
EPI_ISL_680332,36,B
EPI_ISL_652322,36,B
EPI_ISL_652324,36,B
EPI_ISL_768765,36,B
EPI_ISL_578329,36,B
EPI_ISL_627550,36,B
EPI_ISL_612546,36,B
EPI_ISL_652318,36,B
EPI_ISL_764395,36,B
EPI_ISL_612547,36,B
EPI_ISL_567016,36,B
EPI_ISL_652329,36,B
EPI_ISL_578281,36,B
EPI_ISL_822315,36,B
EPI_ISL_764422,36,B
EPI_ISL_3421810,36,B
EPI_ISL_764390,36,B
EPI_ISL_764392,36,B
EPI_ISL_652306,36,B
EPI_ISL_764393,36,B
EPI_ISL_680235,36,B
EPI_ISL_627544,36,B
EPI_ISL_680337,36,B
EPI_ISL_596910,36,B
EPI_ISL_652326,36,B
EPI_ISL_768771,36,B
EPI_ISL_764387,36,B
EPI_ISL_680431,36,B
EPI_ISL_652304,36,B
EPI_ISL_627533,36,B
EPI_ISL_768767,36,B
EPI_ISL_627070,36,B
EPI_ISL_578279,36,B
EPI_ISL_764398,36,B
EPI_ISL_680316,36,B
EPI_ISL_652313,36,B
EPI_ISL_627539,36,B
EPI_ISL_680432,36,B
EPI_ISL_627569,36,B
EPI_ISL_627564,36,B
EPI_ISL_680364,36,B
EPI_ISL_764414,36,B
EPI_ISL_764389,36,B
EPI_ISL_680334,36,B
EPI_ISL_652321,36,B
EPI_ISL_627530,36,B
EPI_ISL_680365,36,B
EPI_ISL_627527,36,B
EPI_ISL_680215,36,B
EPI_ISL_578331,36,B
EPI_ISL_680367,36,B
EPI_ISL_680371,36,B
EPI_ISL_764412,36,B
EPI_ISL_764415,36,B
EPI_ISL_680408,36,B
EPI_ISL_627552,36,B
EPI_ISL_680201,36,B
EPI_ISL_627549,36,B
EPI_ISL_764413,36,B
EPI_ISL_585212,36,B
EPI_ISL_627563,36,B
EPI_ISL_680336,36,B
EPI_ISL_578313,36,B
EPI_ISL_842118,36,B
EPI_ISL_764421,36,B
EPI_ISL_573759,36,B
EPI_ISL_680429,36,B
EPI_ISL_652336,36,B
EPI_ISL_680250,36,B
EPI_ISL_680423,36,B
EPI_ISL_822314,36,B
EPI_ISL_742123,36,B
EPI_ISL_680317,36,B
EPI_ISL_680198,36,B
EPI_ISL_764391,36,B
EPI_ISL_764401,36,B
EPI_ISL_822312,36,B
EPI_ISL_764397,36,B
EPI_ISL_627531,36,B
EPI_ISL_627559,36,B
EPI_ISL_680231,36,B
EPI_ISL_652317,36,B
EPI_ISL_680340,36,B
EPI_ISL_764418,36,B
EPI_ISL_791316,36,B
EPI_ISL_764407,36,B
EPI_ISL_627538,36,B
EPI_ISL_842104,36,B
EPI_ISL_680362,36,B
EPI_ISL_680339,36,B
EPI_ISL_652330,36,B
EPI_ISL_652325,36,B
EPI_ISL_680424,36,B
EPI_ISL_671931,36,B
EPI_ISL_627523,36,B
EPI_ISL_680435,36,B
EPI_ISL_764441,36,B
EPI_ISL_680205,36,B
EPI_ISL_764420,36,B
EPI_ISL_764409,36,B
EPI_ISL_764443,36,B
EPI_ISL_680372,36,B
EPI_ISL_680346,36,B
EPI_ISL_3078989,36,B
EPI_ISL_578295,37,B
EPI_ISL_596895,37,B
EPI_ISL_639879,37,B
EPI_ISL_671938,37,B
EPI_ISL_671910,37,B
EPI_ISL_596900,37,B
EPI_ISL_732521,37,B
EPI_ISL_578293,37,B
EPI_ISL_578287,37,B
EPI_ISL_596913,37,B
EPI_ISL_671911,37,B
EPI_ISL_596901,37,B
EPI_ISL_596909,37,B
EPI_ISL_671894,37,B
EPI_ISL_671916,37,B
EPI_ISL_596917,37,B
EPI_ISL_596902,37,B
EPI_ISL_639890,37,B
EPI_ISL_671915,37,B
EPI_ISL_596918,37,B
EPI_ISL_671919,37,B
EPI_ISL_578289,37,B
EPI_ISL_768766,37,B
EPI_ISL_732465,37,B
EPI_ISL_732479,37,B
EPI_ISL_732481,37,B
EPI_ISL_671920,37,B
EPI_ISL_596894,37,B
EPI_ISL_578259,37,B
EPI_ISL_596911,37,B
EPI_ISL_768781,37,B
EPI_ISL_596904,37,B
EPI_ISL_639902,37,B
EPI_ISL_596899,37,B
EPI_ISL_768782,37,B
EPI_ISL_596897,37,B
EPI_ISL_671934,37,B
EPI_ISL_732483,37,B
EPI_ISL_768769,37,B
EPI_ISL_578297,37,B
EPI_ISL_732478,37,B
EPI_ISL_578292,37,B
EPI_ISL_578288,37,B
EPI_ISL_596927,37,B
EPI_ISL_578332,37,B
EPI_ISL_596890,37,B
EPI_ISL_671889,37,B
EPI_ISL_768768,37,B
EPI_ISL_732470,37,B
EPI_ISL_732490,37,B
EPI_ISL_596925,37,B
EPI_ISL_578294,37,B
EPI_ISL_579830,37,B
EPI_ISL_578285,37,B
EPI_ISL_596914,37,B
EPI_ISL_732462,37,B
EPI_ISL_732458,37,B
EPI_ISL_639880,37,B
EPI_ISL_596898,37,B
EPI_ISL_596921,37,B
EPI_ISL_578267,37,B
EPI_ISL_596924,37,B
EPI_ISL_578286,37,B
EPI_ISL_596893,37,B
EPI_ISL_627521,38,B
EPI_ISL_732496,39,B
EPI_ISL_639878,39,B
EPI_ISL_680403,39,B
EPI_ISL_680341,39,B
EPI_ISL_764423,39,B
EPI_ISL_578261,39,B
EPI_ISL_822310,39,B
EPI_ISL_639872,39,B
EPI_ISL_671902,39,B
EPI_ISL_627535,39,B
EPI_ISL_764396,39,B
EPI_ISL_822311,39,B
EPI_ISL_578272,39,B
EPI_ISL_680239,39,B
EPI_ISL_680219,39,B
EPI_ISL_742125,39,B
EPI_ISL_627547,39,B
EPI_ISL_639887,39,B
EPI_ISL_680247,39,B
EPI_ISL_680233,39,B
EPI_ISL_764424,39,B
EPI_ISL_671927,39,B
EPI_ISL_578274,39,B
EPI_ISL_732461,39,B
EPI_ISL_639868,39,B
EPI_ISL_764408,39,B
EPI_ISL_680382,39,B
EPI_ISL_627526,39,B
EPI_ISL_680395,39,B
EPI_ISL_596920,39,B
EPI_ISL_671930,39,B
EPI_ISL_680216,39,B
EPI_ISL_639870,39,B
EPI_ISL_3078990,39,B
EPI_ISL_1055127,39,B
EPI_ISL_732487,39,B
EPI_ISL_680402,39,B
EPI_ISL_768774,39,B
EPI_ISL_1055140,39,B
EPI_ISL_627540,39,B
EPI_ISL_671880,39,B
EPI_ISL_680393,39,B
EPI_ISL_578316,39,B
EPI_ISL_680381,39,B
EPI_ISL_680383,39,B
EPI_ISL_578257,39,B
EPI_ISL_639869,39,B
EPI_ISL_680404,39,B
EPI_ISL_596923,39,B
EPI_ISL_652316,39,B
EPI_ISL_627555,39,B
EPI_ISL_671909,39,B
EPI_ISL_680214,39,B
EPI_ISL_680385,39,B
EPI_ISL_764403,39,B
EPI_ISL_680438,39,B
EPI_ISL_578266,39,B
EPI_ISL_732466,39,B
EPI_ISL_732477,39,B
EPI_ISL_680388,39,B
EPI_ISL_588484,39,B
EPI_ISL_680225,39,B
EPI_ISL_822316,39,B
EPI_ISL_639859,39,B
EPI_ISL_732463,39,B
EPI_ISL_627551,39,B
EPI_ISL_1055133,39,B
EPI_ISL_671884,39,B
EPI_ISL_680217,39,B
EPI_ISL_671924,39,B
EPI_ISL_680230,39,B
EPI_ISL_3178910,39,B
EPI_ISL_639885,39,B
EPI_ISL_732492,39,B
EPI_ISL_652315,39,B
EPI_ISL_680391,39,B
EPI_ISL_680437,39,B
EPI_ISL_680220,39,B
EPI_ISL_639891,39,B
EPI_ISL_671923,39,B
EPI_ISL_680389,39,B
EPI_ISL_680421,39,B
EPI_ISL_671873,39,B
EPI_ISL_671890,39,B
EPI_ISL_578301,39,B
EPI_ISL_639889,39,B
EPI_ISL_639894,39,B
EPI_ISL_680224,39,B
EPI_ISL_671922,39,B
EPI_ISL_627543,39,B
EPI_ISL_627545,39,B
EPI_ISL_732485,39,B
EPI_ISL_652323,39,B
EPI_ISL_680206,39,B
EPI_ISL_639871,39,B
EPI_ISL_680355,39,B
EPI_ISL_639888,39,B
EPI_ISL_680223,39,B
EPI_ISL_680396,39,B
EPI_ISL_671917,39,B
EPI_ISL_680380,39,B
EPI_ISL_680417,39,B
EPI_ISL_768777,39,B
EPI_ISL_1055146,39,B
EPI_ISL_742124,39,B
EPI_ISL_671865,39,B
EPI_ISL_680379,39,B
EPI_ISL_680397,39,B
EPI_ISL_680313,39,B
EPI_ISL_639884,39,B
EPI_ISL_578296,39,B
EPI_ISL_680394,39,B
EPI_ISL_639907,39,B
EPI_ISL_680392,39,B
EPI_ISL_1055137,39,B
EPI_ISL_639882,39,B
EPI_ISL_680384,39,B
EPI_ISL_639886,39,B
EPI_ISL_680390,39,B
EPI_ISL_732469,39,B
EPI_ISL_639874,39,B
EPI_ISL_578263,39,B
EPI_ISL_680398,39,B
EPI_ISL_671929,39,B
EPI_ISL_578264,39,B
EPI_ISL_732519,39,B
EPI_ISL_627556,39,B
EPI_ISL_639873,39,B
EPI_ISL_680405,39,B
EPI_ISL_639904,39,B
EPI_ISL_639838,40,B
EPI_ISL_531608,40,B
EPI_ISL_639833,40,B
EPI_ISL_639826,40,B
EPI_ISL_528482,40,B
EPI_ISL_531324,40,B
EPI_ISL_531568,40,B
EPI_ISL_530428,40,B
EPI_ISL_530888,40,B
EPI_ISL_578320,40,B
EPI_ISL_531409,40,B
EPI_ISL_639836,40,B
EPI_ISL_732518,41,B
EPI_ISL_822317,42,B
EPI_ISL_627560,43,B
EPI_ISL_680329,43,B
EPI_ISL_680203,43,B
EPI_ISL_680356,43,B
EPI_ISL_680330,43,B
EPI_ISL_732459,44,B
EPI_ISL_671864,44,B
EPI_ISL_732520,44,B
EPI_ISL_525358,45,B
EPI_ISL_525373,45,B
EPI_ISL_512092,45,B
EPI_ISL_525374,46,B
EPI_ISL_532724,46,B
EPI_ISL_532757,46,B
EPI_ISL_573761,47,B
EPI_ISL_639875,48,B
EPI_ISL_768780,48,B
EPI_ISL_671893,48,B
EPI_ISL_671900,48,B
EPI_ISL_639865,48,B
EPI_ISL_671901,48,B
EPI_ISL_671892,48,B
EPI_ISL_639876,48,B
EPI_ISL_639840,48,B
EPI_ISL_732480,48,B
EPI_ISL_671939,48,B
EPI_ISL_639842,48,B
EPI_ISL_732494,48,B
EPI_ISL_578298,49,B
EPI_ISL_531194,50,B
EPI_ISL_531532,50,B
EPI_ISL_532897,51,B
EPI_ISL_532643,51,B
EPI_ISL_532676,51,B
