tip,cluster,timepoint
EPI_ISL_1975868,37,C
EPI_ISL_1116232,37,C
EPI_ISL_1115683,37,C
EPI_ISL_1265125,37,C
EPI_ISL_1265003,37,C
EPI_ISL_1180389,37,C
EPI_ISL_1190071,37,C
EPI_ISL_1115675,37,C
EPI_ISL_1265140,37,C
EPI_ISL_1265006,37,C
EPI_ISL_1975451,37,C
EPI_ISL_1975333,37,C
EPI_ISL_1189848,38,C
EPI_ISL_999039,38,C
EPI_ISL_1264965,38,C
EPI_ISL_1109294,38,C
EPI_ISL_1116427,38,C
EPI_ISL_1046730,38,C
EPI_ISL_1063278,38,C
EPI_ISL_1057790,38,C
EPI_ISL_1265126,38,C
EPI_ISL_1397271,39,C
EPI_ISL_1358100,39,C
EPI_ISL_1357928,39,C
EPI_ISL_1398716,39,C
EPI_ISL_1132524,40,C
EPI_ISL_1397191,40,C
EPI_ISL_1191305,40,C
EPI_ISL_1180552,40,C
EPI_ISL_1252134,40,C
EPI_ISL_1092593,40,C
EPI_ISL_3055268,40,C
EPI_ISL_1164090,40,C
EPI_ISL_1196541,40,C
EPI_ISL_1180426,40,C
EPI_ISL_1358151,40,C
EPI_ISL_1191188,40,C
EPI_ISL_1092870,40,C
EPI_ISL_1132469,40,C
EPI_ISL_1358152,40,C
EPI_ISL_1398787,40,C
EPI_ISL_1092766,40,C
EPI_ISL_1196516,40,C
EPI_ISL_1299354,40,C
EPI_ISL_1132490,40,C
EPI_ISL_1191264,40,C
EPI_ISL_1252133,40,C
EPI_ISL_1092418,40,C
EPI_ISL_1398839,40,C
EPI_ISL_1092864,40,C
EPI_ISL_1252250,40,C
EPI_ISL_1180607,40,C
EPI_ISL_1191306,40,C
EPI_ISL_909876,40,C
EPI_ISL_1092459,40,C
EPI_ISL_1092859,40,C
EPI_ISL_1191431,40,C
EPI_ISL_1117751,40,C
EPI_ISL_1299378,40,C
EPI_ISL_1163988,40,C
EPI_ISL_1357986,40,C
EPI_ISL_1252285,40,C
EPI_ISL_1191219,40,C
EPI_ISL_1180512,40,C
EPI_ISL_1398664,40,C
EPI_ISL_1196496,40,C
EPI_ISL_1191333,40,C
EPI_ISL_1358090,40,C
EPI_ISL_1132531,40,C
EPI_ISL_1358014,40,C
EPI_ISL_1191414,40,C
EPI_ISL_1092862,40,C
EPI_ISL_1092683,40,C
EPI_ISL_1092881,40,C
EPI_ISL_1092705,40,C
EPI_ISL_1092771,40,C
EPI_ISL_1299349,40,C
EPI_ISL_1092528,40,C
EPI_ISL_1252132,40,C
EPI_ISL_1092685,40,C
EPI_ISL_1397284,40,C
EPI_ISL_1180316,40,C
EPI_ISL_1397250,40,C
EPI_ISL_1001205,40,C
EPI_ISL_1180283,40,C
EPI_ISL_1180444,40,C
EPI_ISL_1180295,40,C
EPI_ISL_1252220,40,C
EPI_ISL_1092840,40,C
EPI_ISL_1358060,40,C
EPI_ISL_1092684,40,C
EPI_ISL_1357978,40,C
EPI_ISL_1164146,40,C
EPI_ISL_1132607,40,C
EPI_ISL_1092395,40,C
EPI_ISL_1191181,40,C
EPI_ISL_1252278,40,C
EPI_ISL_1252280,40,C
EPI_ISL_1191308,40,C
EPI_ISL_1180398,40,C
EPI_ISL_1180343,40,C
EPI_ISL_1191286,40,C
EPI_ISL_1252265,40,C
EPI_ISL_1252259,40,C
EPI_ISL_1191425,40,C
EPI_ISL_1092462,40,C
EPI_ISL_1092869,40,C
EPI_ISL_1092557,40,C
EPI_ISL_3055266,40,C
EPI_ISL_1180304,40,C
EPI_ISL_3055360,40,C
EPI_ISL_1252274,40,C
EPI_ISL_1252204,40,C
EPI_ISL_1132593,40,C
EPI_ISL_1196515,40,C
EPI_ISL_1252243,40,C
EPI_ISL_1180342,40,C
EPI_ISL_1252251,40,C
EPI_ISL_1092772,40,C
EPI_ISL_1001219,41,C
EPI_ISL_1115760,42,C
EPI_ISL_1265077,42,C
EPI_ISL_1092765,43,C
EPI_ISL_1092619,43,C
EPI_ISL_1057671,44,C
EPI_ISL_1191269,44,C
EPI_ISL_1180542,44,C
EPI_ISL_1180590,44,C
EPI_ISL_1180589,44,C
EPI_ISL_1057665,44,C
EPI_ISL_1519982,45,C
EPI_ISL_1116341,45,C
EPI_ISL_1115863,45,C
EPI_ISL_1116193,45,C
EPI_ISL_1116194,45,C
EPI_ISL_1057679,45,C
EPI_ISL_1116164,45,C
EPI_ISL_1116242,45,C
EPI_ISL_10180430,45,C
EPI_ISL_1975387,45,C
EPI_ISL_1057680,45,C
EPI_ISL_1115868,45,C
EPI_ISL_921054,46,C
EPI_ISL_921056,46,C
EPI_ISL_1975315,47,C
EPI_ISL_1265022,47,C
EPI_ISL_1265139,47,C
EPI_ISL_1116418,48,C
EPI_ISL_1520088,48,C
EPI_ISL_1520086,48,C
EPI_ISL_1063352,48,C
EPI_ISL_1092556,48,C
EPI_ISL_2239053,48,C
EPI_ISL_1092558,48,C
EPI_ISL_1057811,48,C
EPI_ISL_1092602,48,C
EPI_ISL_1975388,48,C
EPI_ISL_1001192,48,C
EPI_ISL_1115841,48,C
EPI_ISL_1975624,48,C
EPI_ISL_1519937,48,C
EPI_ISL_1116420,48,C
EPI_ISL_1115854,48,C
EPI_ISL_1265069,48,C
EPI_ISL_875423,49,C
EPI_ISL_909848,50,C
EPI_ISL_1092760,51,C
EPI_ISL_1132625,51,C
EPI_ISL_1092902,51,C
EPI_ISL_1092975,51,C
EPI_ISL_1132605,51,C
EPI_ISL_1132626,51,C
EPI_ISL_1196595,51,C
EPI_ISL_1092977,51,C
EPI_ISL_1132608,51,C
EPI_ISL_1196577,51,C
EPI_ISL_1180459,51,C
EPI_ISL_1132562,51,C
EPI_ISL_1132623,51,C
EPI_ISL_1092758,51,C
EPI_ISL_1398710,51,C
EPI_ISL_1092595,51,C
EPI_ISL_1358183,51,C
EPI_ISL_1132622,51,C
EPI_ISL_1092974,51,C
EPI_ISL_1191340,51,C
EPI_ISL_1132588,51,C
EPI_ISL_1132624,51,C
EPI_ISL_1265085,52,C
EPI_ISL_1190041,52,C
EPI_ISL_1180360,53,C
EPI_ISL_1063324,53,C
EPI_ISL_1451340,53,C
EPI_ISL_1519974,53,C
EPI_ISL_1180051,53,C
EPI_ISL_1191194,53,C
EPI_ISL_1164134,53,C
EPI_ISL_2238991,53,C
EPI_ISL_1057674,53,C
EPI_ISL_2238992,53,C
EPI_ISL_1116180,53,C
EPI_ISL_959817,53,C
EPI_ISL_1164129,53,C
EPI_ISL_1180037,53,C
EPI_ISL_1180449,53,C
EPI_ISL_1180417,53,C
EPI_ISL_1132453,53,C
EPI_ISL_875365,53,C
EPI_ISL_1180379,53,C
EPI_ISL_1175071,53,C
EPI_ISL_1063190,53,C
EPI_ISL_1180473,53,C
EPI_ISL_1180467,53,C
EPI_ISL_1358083,53,C
EPI_ISL_1092494,53,C
EPI_ISL_1180358,53,C
EPI_ISL_1265058,53,C
EPI_ISL_1092817,53,C
EPI_ISL_866349,53,C
EPI_ISL_1191229,53,C
EPI_ISL_1092452,53,C
EPI_ISL_1057795,53,C
EPI_ISL_1357911,53,C
EPI_ISL_1358064,53,C
EPI_ISL_1397291,53,C
EPI_ISL_1191301,53,C
EPI_ISL_1357955,53,C
EPI_ISL_1975699,53,C
EPI_ISL_921023,53,C
EPI_ISL_1196585,53,C
EPI_ISL_1046700,53,C
EPI_ISL_1975956,53,C
EPI_ISL_1451306,53,C
EPI_ISL_1092661,53,C
EPI_ISL_1180050,53,C
EPI_ISL_1180450,53,C
EPI_ISL_1132543,53,C
EPI_ISL_1196553,53,C
EPI_ISL_1174987,53,C
EPI_ISL_1132542,53,C
EPI_ISL_1397266,53,C
EPI_ISL_1975519,53,C
EPI_ISL_1092617,53,C
EPI_ISL_1191315,53,C
EPI_ISL_1397283,53,C
EPI_ISL_1191452,53,C
EPI_ISL_1164130,53,C
EPI_ISL_1092507,53,C
EPI_ISL_1357952,53,C
EPI_ISL_1063233,53,C
EPI_ISL_1358058,53,C
EPI_ISL_1180367,53,C
EPI_ISL_1975598,53,C
EPI_ISL_1975321,53,C
EPI_ISL_1132566,53,C
EPI_ISL_1975675,53,C
EPI_ISL_1180451,53,C
EPI_ISL_1132579,53,C
EPI_ISL_1196811,53,C
EPI_ISL_1976057,53,C
EPI_ISL_1092744,53,C
EPI_ISL_1092450,53,C
EPI_ISL_1092566,53,C
EPI_ISL_1191193,53,C
EPI_ISL_1164048,53,C
EPI_ISL_1092533,53,C
EPI_ISL_1397290,53,C
EPI_ISL_1116319,53,C
EPI_ISL_1191283,53,C
EPI_ISL_1191348,53,C
EPI_ISL_1180356,53,C
EPI_ISL_1357932,53,C
EPI_ISL_1358048,53,C
EPI_ISL_1357931,53,C
EPI_ISL_1191202,53,C
EPI_ISL_1116246,53,C
EPI_ISL_1191357,53,C
EPI_ISL_1116260,53,C
EPI_ISL_1398712,53,C
EPI_ISL_1115855,53,C
EPI_ISL_1001204,53,C
EPI_ISL_1189870,53,C
EPI_ISL_1180416,53,C
EPI_ISL_1358115,53,C
EPI_ISL_1976089,53,C
EPI_ISL_1265030,53,C
EPI_ISL_1357926,53,C
EPI_ISL_1520045,53,C
EPI_ISL_909872,53,C
EPI_ISL_1190102,53,C
EPI_ISL_1975518,53,C
EPI_ISL_1196560,53,C
EPI_ISL_1358101,53,C
EPI_ISL_1180481,53,C
EPI_ISL_1191381,53,C
EPI_ISL_1132587,53,C
EPI_ISL_1475057,53,C
EPI_ISL_1132564,53,C
EPI_ISL_999505,53,C
EPI_ISL_10128289,53,C
EPI_ISL_1398711,53,C
EPI_ISL_1252304,53,C
EPI_ISL_1358089,53,C
EPI_ISL_1092523,53,C
EPI_ISL_1398702,53,C
EPI_ISL_1196571,53,C
EPI_ISL_1092516,53,C
EPI_ISL_1196583,53,C
EPI_ISL_1132585,53,C
EPI_ISL_909865,53,C
EPI_ISL_1357962,53,C
EPI_ISL_1976128,53,C
EPI_ISL_1116323,53,C
EPI_ISL_1092843,53,C
EPI_ISL_1164047,53,C
EPI_ISL_1264934,53,C
EPI_ISL_1180425,53,C
EPI_ISL_1519941,53,C
EPI_ISL_1975847,53,C
EPI_ISL_1180495,53,C
EPI_ISL_921109,53,C
EPI_ISL_1116314,53,C
EPI_ISL_1092637,53,C
EPI_ISL_1057808,53,C
EPI_ISL_1265060,53,C
EPI_ISL_1092618,53,C
EPI_ISL_1398682,54,C
EPI_ISL_1191208,54,C
EPI_ISL_1132483,54,C
EPI_ISL_1132557,54,C
EPI_ISL_1357995,54,C
EPI_ISL_1132577,54,C
EPI_ISL_1191412,54,C
EPI_ISL_1132449,54,C
EPI_ISL_1164106,54,C
EPI_ISL_3055375,54,C
EPI_ISL_1175072,54,C
EPI_ISL_1323815,54,C
EPI_ISL_1191411,54,C
EPI_ISL_1520059,55,C
EPI_ISL_1115782,55,C
EPI_ISL_1265074,55,C
EPI_ISL_1520047,55,C
EPI_ISL_1057773,55,C
EPI_ISL_1189956,55,C
EPI_ISL_1116375,55,C
EPI_ISL_2239106,55,C
EPI_ISL_1520031,55,C
EPI_ISL_1092830,56,C
EPI_ISL_1092865,57,C
EPI_ISL_1092565,58,C
EPI_ISL_1191296,58,C
EPI_ISL_1132432,58,C
EPI_ISL_1092486,58,C
EPI_ISL_1191319,58,C
EPI_ISL_1196535,58,C
EPI_ISL_1092485,58,C
EPI_ISL_1164043,58,C
EPI_ISL_1357985,58,C
EPI_ISL_837377,58,C
EPI_ISL_909836,58,C
EPI_ISL_1092677,58,C
EPI_ISL_1191206,58,C
EPI_ISL_1357996,58,C
EPI_ISL_875474,58,C
EPI_ISL_1092508,58,C
EPI_ISL_1164072,58,C
EPI_ISL_1092479,58,C
EPI_ISL_1358061,58,C
EPI_ISL_1180491,58,C
EPI_ISL_1180601,58,C
EPI_ISL_1092644,58,C
EPI_ISL_1191377,58,C
EPI_ISL_1358178,58,C
EPI_ISL_1252161,58,C
EPI_ISL_1397281,58,C
EPI_ISL_1191351,58,C
EPI_ISL_1577393,58,C
EPI_ISL_1358176,58,C
EPI_ISL_1357991,58,C
EPI_ISL_909842,58,C
EPI_ISL_875467,58,C
EPI_ISL_1358055,58,C
EPI_ISL_959827,58,C
EPI_ISL_1180600,58,C
EPI_ISL_1180668,58,C
EPI_ISL_1358177,58,C
EPI_ISL_875426,58,C
EPI_ISL_1196644,58,C
EPI_ISL_909845,58,C
EPI_ISL_1092852,58,C
EPI_ISL_959795,58,C
EPI_ISL_1180580,58,C
EPI_ISL_959784,58,C
EPI_ISL_1358175,58,C
EPI_ISL_1092660,58,C
EPI_ISL_959821,58,C
EPI_ISL_1116156,58,C
EPI_ISL_1252139,58,C
EPI_ISL_1092438,58,C
EPI_ISL_1191171,58,C
EPI_ISL_1092810,58,C
EPI_ISL_959722,58,C
EPI_ISL_1191168,58,C
EPI_ISL_1180403,59,C
EPI_ISL_789074,59,C
EPI_ISL_1132430,60,C
EPI_ISL_1164082,60,C
EPI_ISL_1092729,60,C
EPI_ISL_1132560,60,C
EPI_ISL_1132429,60,C
EPI_ISL_1132556,60,C
EPI_ISL_1191364,61,C
EPI_ISL_1132448,61,C
EPI_ISL_1358088,61,C
EPI_ISL_1398789,61,C
EPI_ISL_1196552,61,C
EPI_ISL_1180507,61,C
EPI_ISL_1180625,61,C
EPI_ISL_1191165,61,C
EPI_ISL_1398850,61,C
EPI_ISL_1416756,61,C
EPI_ISL_1164039,61,C
EPI_ISL_1358122,61,C
EPI_ISL_1358096,61,C
EPI_ISL_1132500,61,C
EPI_ISL_1180634,61,C
EPI_ISL_1092520,61,C
EPI_ISL_1358117,61,C
EPI_ISL_1357970,61,C
EPI_ISL_1358051,61,C
EPI_ISL_1180346,61,C
EPI_ISL_1191261,61,C
EPI_ISL_1357939,61,C
EPI_ISL_1358121,61,C
EPI_ISL_1252148,61,C
EPI_ISL_1196549,61,C
EPI_ISL_1191243,61,C
EPI_ISL_1397278,61,C
EPI_ISL_1164098,61,C
EPI_ISL_1164084,61,C
EPI_ISL_1358049,61,C
EPI_ISL_1357924,61,C
EPI_ISL_1180411,61,C
EPI_ISL_959814,61,C
EPI_ISL_1132527,61,C
EPI_ISL_1180504,61,C
EPI_ISL_1196566,61,C
EPI_ISL_1180598,61,C
EPI_ISL_1357972,61,C
EPI_ISL_1190219,62,C
EPI_ISL_1115732,62,C
EPI_ISL_1132487,63,C
EPI_ISL_1092454,63,C
EPI_ISL_837382,64,C
EPI_ISL_1252249,64,C
EPI_ISL_1252287,64,C
EPI_ISL_1398764,64,C
EPI_ISL_1055129,64,C
EPI_ISL_1180581,64,C
EPI_ISL_1096227,65,C
EPI_ISL_1096224,65,C
EPI_ISL_1096218,65,C
EPI_ISL_789068,66,C
EPI_ISL_1180531,67,C
EPI_ISL_1092398,67,C
EPI_ISL_1092488,67,C
EPI_ISL_1191150,67,C
EPI_ISL_1092511,67,C
EPI_ISL_959767,67,C
EPI_ISL_1092789,67,C
EPI_ISL_1092409,67,C
EPI_ISL_1092624,67,C
EPI_ISL_1092639,67,C
EPI_ISL_1092431,67,C
EPI_ISL_1092625,67,C
EPI_ISL_1358043,67,C
EPI_ISL_1180465,67,C
EPI_ISL_909863,68,C
EPI_ISL_1116317,69,C
EPI_ISL_1057766,69,C
EPI_ISL_1265045,69,C
EPI_ISL_1116423,69,C
EPI_ISL_2239010,69,C
EPI_ISL_1976083,69,C
EPI_ISL_1976114,69,C
EPI_ISL_1975398,69,C
EPI_ISL_1976135,69,C
EPI_ISL_1189906,69,C
EPI_ISL_1116349,69,C
EPI_ISL_2239023,69,C
EPI_ISL_1265046,69,C
EPI_ISL_1975416,70,C
EPI_ISL_1054604,71,C
EPI_ISL_1092499,72,C
EPI_ISL_1092605,72,C
EPI_ISL_1191237,72,C
EPI_ISL_1475066,73,C
EPI_ISL_1063386,73,C
EPI_ISL_1301966,74,C
EPI_ISL_1252289,74,C
EPI_ISL_1398747,74,C
EPI_ISL_1132517,74,C
EPI_ISL_1252260,74,C
EPI_ISL_1301967,74,C
EPI_ISL_1552292,74,C
EPI_ISL_1301969,74,C
EPI_ISL_1132427,74,C
EPI_ISL_3055384,74,C
EPI_ISL_1264914,75,C
EPI_ISL_3055333,76,C
EPI_ISL_1520055,77,C
EPI_ISL_1398704,77,C
EPI_ISL_1358002,77,C
EPI_ISL_1132539,78,C
EPI_ISL_1398675,79,C
EPI_ISL_1046754,80,C
EPI_ISL_1046742,80,C
EPI_ISL_1264906,80,C
EPI_ISL_1115862,81,C
EPI_ISL_998226,81,C
EPI_ISL_1092678,82,C
EPI_ISL_3055349,83,C
EPI_ISL_1092502,83,C
EPI_ISL_1180532,83,C
EPI_ISL_1132573,83,C
EPI_ISL_875395,83,C
EPI_ISL_1357999,83,C
EPI_ISL_1180617,83,C
EPI_ISL_1265129,83,C
EPI_ISL_1180302,83,C
EPI_ISL_1180618,83,C
EPI_ISL_1180508,83,C
EPI_ISL_875464,83,C
EPI_ISL_1180561,83,C
EPI_ISL_875396,83,C
EPI_ISL_1191293,83,C
EPI_ISL_1164104,83,C
EPI_ISL_837393,83,C
EPI_ISL_1191346,83,C
EPI_ISL_1180547,83,C
EPI_ISL_1092823,83,C
EPI_ISL_1063269,83,C
EPI_ISL_1092428,83,C
EPI_ISL_1132493,83,C
EPI_ISL_1191227,83,C
EPI_ISL_1180310,83,C
EPI_ISL_1358024,83,C
EPI_ISL_909837,83,C
EPI_ISL_1092476,83,C
EPI_ISL_1252158,83,C
EPI_ISL_1252144,83,C
EPI_ISL_909843,83,C
EPI_ISL_1358146,83,C
EPI_ISL_1358008,83,C
EPI_ISL_1092847,83,C
EPI_ISL_1057678,83,C
EPI_ISL_1519984,83,C
EPI_ISL_1358136,83,C
EPI_ISL_1117759,83,C
EPI_ISL_789096,83,C
EPI_ISL_1092522,83,C
EPI_ISL_1180477,83,C
EPI_ISL_1180479,83,C
EPI_ISL_1164062,83,C
EPI_ISL_1519992,83,C
EPI_ISL_1323838,83,C
EPI_ISL_789066,83,C
EPI_ISL_1180525,83,C
EPI_ISL_1132462,83,C
EPI_ISL_1364482,83,C
EPI_ISL_1180306,83,C
EPI_ISL_1092433,83,C
EPI_ISL_1092816,83,C
